id,sexo,edad,nivel,region,zona,tipo_establecimiento,rendimiento_promedio,rendimiento_matematicas,rendimiento_lenguaje,repitencia,trabaja,horas_trabajo_semana,particip_extraescolar,acceso_internet_hogar,nivel_ses,estructura_familiar,tiempo_traslado_min,apoyo_psicopedagogico,ema_i01,ema_i02,ema_i03,ema_i04,ema_i05,ema_i06,ema_i07,ema_i08,ema_i09,ema_i10,ema_i11,ema_i12,ema_i13,ema_i14,ema_i15,ema_i16,ema_i17,ema_i18,ema_intrinseca,ema_extrinseca,ema_desmotivacion,ema_total,eaa_i01,eaa_i02,eaa_i03,eaa_i04,eaa_i05,eaa_i06,eaa_i07,eaa_i08,eaa_i09,eaa_i10,eaa_i11,eaa_i12,eaa_i13,eaa_i14,eaa_tareas,eaa_social,eaa_total,ece_i01,ece_i02,ece_i03,ece_i04,ece_i05,ece_i06,ece_i07,ece_i08,ece_i09,ece_i10,ece_i11,ece_i12,ece_i13,ece_i14,ece_i15,ece_i16,ece_docente,ece_pares,ece_institucional,ece_total,iesa_i01,iesa_i02,iesa_i03,iesa_i04,iesa_i05,iesa_i06,iesa_i07,iesa_i08,iesa_i09,iesa_i10,iesa_i11,iesa_i12,iesa_evaluativo,iesa_carga,iesa_total
EDU-403,Mujer,16,3° Medio,RM,Urbano,Part. Subvencionado,3.9,2.9,2.8,No,No,0,No,Sí,Medio,Biparental,9,No,3,3,3,3,1,3,2,1,1,1,3,3,3,2,2,2,2,3,2.6666666666666665,1.8333333333333333,2.3333333333333335,2.2777777777777777,2,3,2,2,3,2,2,4,2,4,3,3,3,3,2.2857142857142856,3.142857142857143,2.7142857142857144,2,2,3,3,4,4,2,2,3,3,1,3,2,3,2,2,3,2.2,2.4,2.5625,3,1,2,3,2,2,2,3,1,2,1,2,2.1666666666666665,1.8333333333333333,2
EDU-404,Mujer,18,3° Medio,RM,Urbano,Part. Pagado,4.3,NA,4.8,No,No,0,No,No,Bajo,Biparental,23,No,3,2,4,3,4,2,4,2,2,2,3,3,1,1,1,2,1,2,3,2.6666666666666665,1.3333333333333333,2.3333333333333335,3,3,3,2,2,2,2,4,4,3,4,4,4,1,2.4285714285714284,3.4285714285714284,2.9285714285714284,1,1,2,1,1,3,1,2,1,2,2,1,1,1,1,1,1.5,1.6,1,1.375,3,3,4,2,4,2,3,3,4,3,2,2,3,2.8333333333333335,2.9166666666666665
EDU-405,Hombre,14,4° Medio,RM,Rural,Municipal,6.9,6.7,6.9,Sí,No,0,Sí,Sí,Alto,Monoparental,7,No,3,4,2,3,2,3,4,4,4,4,4,2,2,1,1,2,2,2,2.8333333333333335,3.6666666666666665,1.6666666666666667,2.7222222222222223,3,4,3,3,2,2,4,2,4,4,2,4,2,3,3,3,3,2,3,2,2,1,3,4,3,4,4,3,3,3,4,3,3,2.1666666666666665,3.6,3.2,2.9375,1,1,1,1,1,1,2,2,1,2,1,1,1,1.5,1.25
EDU-406,Hombre,15,3° Medio,RM,Urbano,Municipal,4.4,5.5,5.8,No,No,0,No,Sí,Alto,Monoparental,14,No,1,1,3,1,3,2,2,2,2,2,4,2,1,2,2,3,2,4,1.8333333333333333,2.3333333333333335,2.3333333333333335,2.1666666666666665,4,2,4,2,3,4,4,2,3,3,3,4,2,4,3.2857142857142856,3,3.142857142857143,2,3,3,4,3,2,3,3,4,4,4,3,3,3,4,2,2.8333333333333335,3.6,3,3.125,2,3,3,2,2,3,2,1,2,1,2,3,2.5,1.8333333333333333,2.1666666666666665
EDU-407,Hombre,14,3° Medio,Valparaíso,Urbano,Municipal,4.9,4,3.2,No,No,0,No,No,Bajo,Extendida,14,Sí,3,3,3,2,4,4,3,2,4,3,2,4,2,2,1,1,2,4,3.1666666666666665,3,2,2.7222222222222223,2,4,4,4,4,4,3,4,4,3,2,2,3,3,3.5714285714285716,3,3.2857142857142856,3,3,3,3,3,2,3,2,3,2,3,3,2,2,1,2,2.8333333333333335,2.6,2,2.5,2,2,1,1,1,2,3,2,2,3,3,3,1.5,2.6666666666666665,2.0833333333333335
EDU-408,Hombre,17,3° Medio,RM,Urbano,Part. Pagado,5.1,4.7,3.5,No,No,0,No,Sí,Medio,Extendida,5,No,1,2,2,1,2,3,4,4,3,3,3,2,1,2,2,2,1,2,1.8333333333333333,3.1666666666666665,1.6666666666666667,2.2222222222222223,2,4,3,2,3,3,2,3,3,3,4,3,4,4,2.7142857142857144,3.4285714285714284,3.0714285714285716,4,4,3,3,3,3,3,3,3,2,2,3,3,2,2,3,3.3333333333333335,2.6,2.6,2.875,2,2,3,2,2,1,2,3,3,2,3,3,2,2.6666666666666665,2.3333333333333335
EDU-409,Hombre,19,4° Medio,RM,Urbano,Municipal,6.6,6.6,6.7,No,No,0,Sí,No,Bajo,Monoparental,5,No,2,3,3,3,4,3,4,4,3,4,4,2,2,3,2,3,4,2,3,3.5,2.6666666666666665,3.0555555555555554,3,4,3,3,4,3,4,4,3,3,3,3,3,3,3.4285714285714284,3.142857142857143,3.2857142857142856,3,3,1,3,3,2,1,1,2,3,3,1,1,2,1,3,2.5,2,1.6,2.0625,2,2,4,2,3,3,4,3,2,3,3,3,2.6666666666666665,3,2.8333333333333335
EDU-410,Mujer,15,4° Medio,RM,Urbano,Municipal,6.9,6.8,7,No,No,0,No,Sí,Alto,Monoparental,32,Sí,4,3,4,4,3,4,4,3,2,4,3,1,1,2,1,2,2,2,3.6666666666666665,2.8333333333333335,1.6666666666666667,2.7222222222222223,4,4,4,4,4,4,4,2,3,3,4,4,4,3,4,3.2857142857142856,3.642857142857143,4,3,2,4,4,3,2,1,1,3,2,3,4,4,4,3,3.3333333333333335,1.8,3.6,2.9375,2,2,1,2,2,1,2,2,1,1,3,2,1.6666666666666667,1.8333333333333333,1.75
EDU-411,Mujer,17,4° Medio,RM,Rural,Part. Pagado,6.7,5.9,6.7,No,No,0,No,Sí,Bajo,Monoparental,30,Sí,3,3,3,2,2,3,2,3,4,3,4,2,3,2,3,2,2,3,2.6666666666666665,3,2.5,2.7222222222222223,3,4,2,3,2,4,3,4,2,3,2,3,4,4,3,3.142857142857143,3.0714285714285716,2,3,4,3,2,3,3,4,2,3,3,1,3,2,3,1,2.8333333333333335,3,2,2.625,4,2,3,4,4,4,2,3,3,2,3,3,3.5,2.6666666666666665,3.0833333333333335
EDU-412,Hombre,16,1° Medio,Valparaíso,Urbano,Municipal,7,6.9,7,No,No,0,No,Sí,Medio,Biparental,5,No,3,4,3,4,4,3,2,3,3,2,3,2,3,1,2,2,3,1,3.5,2.5,2,2.6666666666666665,4,2,4,4,3,3,3,3,4,4,3,4,3,4,3.2857142857142856,3.5714285714285716,3.4285714285714284,3,3,3,3,4,3,4,3,4,4,3,3,3,3,2,3,3.1666666666666665,3.6,2.8,3.1875,2,2,2,2,2,2,2,1,1,1,1,2,2,1.3333333333333333,1.6666666666666667
EDU-413,Hombre,16,2° Medio,RM,Urbano,Part. Subvencionado,7,6.9,6.8,No,No,0,Sí,Sí,Medio,Biparental,NA,Sí,3,4,3,4,3,3,1,2,2,3,2,2,2,1,1,1,1,2,3.3333333333333335,2,1.3333333333333333,2.2222222222222223,4,4,4,4,4,3,4,3,3,4,4,4,4,3,3.857142857142857,3.5714285714285716,3.7142857142857144,4,4,3,4,3,4,4,4,4,3,2,4,4,4,3,4,3.6666666666666665,3.4,3.8,3.625,1,1,1,1,1,1,1,1,1,1,2,2,1,1.3333333333333333,1.1666666666666667
EDU-414,Mujer,17,4° Medio,RM,Urbano,Part. Subvencionado,3,2.1,2.2,No,No,0,Sí,Sí,Medio,Biparental,88,No,1,1,1,1,1,1,2,2,2,3,2,1,4,4,3,3,2,2,1,2,3,2,3,3,3,4,2,4,4,3,4,3,3,4,2,3,3.2857142857142856,3.142857142857143,3.2142857142857144,1,1,1,1,2,2,2,1,2,2,1,3,3,3,2,4,1.3333333333333333,1.6,3,1.9375,4,4,3,4,4,4,4,4,4,4,4,2,3.8333333333333335,3.6666666666666665,3.75
EDU-415,Hombre,15,1° Medio,Maule,Urbano,Part. Subvencionado,6.4,5,5.7,No,No,0,No,Sí,Medio,Biparental,15,No,3,3,2,3,3,2,3,1,2,3,4,3,3,2,3,2,2,2,2.6666666666666665,2.6666666666666665,2.3333333333333335,2.5555555555555554,2,3,3,2,3,3,3,2,2,2,3,2,2,3,2.7142857142857144,2.2857142857142856,2.5,2,2,2,2,3,2,3,3,3,2,2,1,4,2,3,3,2.1666666666666665,2.6,2.6,2.4375,2,2,1,1,2,2,2,1,1,2,2,3,1.6666666666666667,1.8333333333333333,1.75
EDU-416,Mujer,15,3° Medio,RM,Urbano,Part. Subvencionado,5,5.2,4.3,No,Sí,11,No,Sí,Medio,Biparental,7,Sí,3,2,2,3,2,2,2,2,2,2,2,3,2,1,2,2,2,3,2.3333333333333335,2.1666666666666665,2,2.1666666666666665,2,2,2,3,2,3,2,2,1,2,2,2,2,2,2.2857142857142856,1.8571428571428572,2.0714285714285716,2,3,3,3,2,2,2,2,1,2,3,2,2,2,1,3,2.5,2,2,2.1875,2,3,3,2,3,3,3,4,3,3,3,3,2.6666666666666665,3.1666666666666665,2.9166666666666665
EDU-417,Hombre,17,4° Medio,Valparaíso,Urbano,Municipal,4.4,4,4,No,No,0,No,Sí,Medio,Otra,6,No,2,2,2,2,3,1,3,3,2,3,3,3,2,2,2,2,3,2,2,2.8333333333333335,2.1666666666666665,2.3333333333333335,2,3,2,2,2,2,2,2,2,4,3,2,2,4,2.142857142857143,2.7142857142857144,2.4285714285714284,2,2,1,1,3,2,2,3,3,4,4,2,3,2,3,1,1.8333333333333333,3.2,2.2,2.375,2,3,2,2,2,2,2,2,3,2,1,2,2.1666666666666665,2,2.0833333333333335
EDU-418,Hombre,16,4° Medio,RM,Urbano,Part. Subvencionado,5.4,2.5,2.9,No,No,0,Sí,Sí,Medio,Monoparental,5,No,3,2,2,1,3,1,3,4,3,3,3,3,1,3,2,3,3,2,2,3.1666666666666665,2.3333333333333335,2.5,4,2,2,2,3,2,2,4,4,3,3,3,3,3,2.4285714285714284,3.2857142857142856,2.857142857142857,3,2,1,2,3,3,1,1,2,1,3,4,2,3,2,2,2.3333333333333335,1.6,2.6,2.1875,4,2,2,4,3,3,2,3,3,3,4,3,3,3,3
EDU-419,Hombre,15,2° Medio,RM,Urbano,Municipal,6.9,6.7,6.3,No,No,0,No,No,Medio,Biparental,5,Sí,2,3,2,4,3,3,1,1,2,2,2,3,3,1,2,2,2,3,2.8333333333333335,1.8333333333333333,2.1666666666666665,2.2777777777777777,4,3,4,3,4,3,3,2,2,2,3,3,2,3,3.4285714285714284,2.4285714285714284,2.9285714285714284,4,3,3,3,2,3,3,4,3,3,3,4,3,3,3,4,3,3.2,3.4,3.1875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EDU-420,Mujer,18,4° Medio,Otra,Rural,Municipal,6.5,6.2,6.7,No,No,0,No,Sí,Medio,Biparental,64,No,3,4,4,3,4,3,3,2,2,3,3,2,2,1,1,2,3,3,3.5,2.5,2,2.6666666666666665,3,2,4,4,3,4,3,1,1,2,3,1,2,3,3.2857142857142856,1.8571428571428572,2.5714285714285716,3,4,4,4,4,4,3,3,4,3,3,3,3,3,2,2,3.8333333333333335,3.2,2.6,3.25,3,2,3,2,1,2,2,2,1,2,2,1,2.1666666666666665,1.6666666666666667,1.9166666666666667
EDU-421,Mujer,17,2° Medio,Otra,Urbano,Part. Subvencionado,5.8,7,6.1,No,No,NA,Sí,No,Medio,Biparental,11,No,3,3,2,3,3,4,4,3,4,3,2,3,3,3,2,1,3,3,3,3.1666666666666665,2.5,2.888888888888889,2,3,4,3,4,3,4,3,3,2,4,4,3,3,3.2857142857142856,3.142857142857143,3.2142857142857144,2,2,3,2,3,1,3,3,4,2,2,4,4,3,3,4,2.1666666666666665,2.8,3.6,2.8125,1,2,1,2,2,1,1,1,2,1,1,1,1.5,1.1666666666666667,1.3333333333333333
EDU-422,Mujer,16,4° Medio,RM,Urbano,Part. Subvencionado,3.3,2.2,3.5,No,No,0,No,Sí,Alto,Monoparental,57,Sí,3,3,2,2,3,3,1,2,1,2,2,3,2,3,3,3,3,3,2.6666666666666665,1.8333333333333333,2.8333333333333335,2.4444444444444446,2,2,2,3,2,2,2,4,2,2,2,3,2,2,2.142857142857143,2.4285714285714284,2.2857142857142856,2,3,2,2,2,2,3,3,2,3,2,3,2,3,3,2,2.1666666666666665,2.6,2.6,2.4375,3,4,2,1,1,2,3,2,3,4,3,2,2.1666666666666665,2.8333333333333335,2.5
EDU-423,Mujer,16,2° Medio,RM,Urbano,Part. Subvencionado,5.3,6.1,3.5,No,No,0,No,No,Medio,Biparental,11,Sí,4,3,2,3,3,3,2,1,1,2,2,1,3,2,1,1,2,2,3,1.5,1.8333333333333333,2.111111111111111,2,2,3,1,4,4,3,4,3,2,4,3,4,4,2.7142857142857144,3.4285714285714284,3.0714285714285716,1,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1.5,1.4,1.6,1.5,3,3,2,1,2,3,3,2,3,3,2,3,2.3333333333333335,2.6666666666666665,2.5
EDU-424,Mujer,18,1° Medio,Biobío,Urbano,Municipal,6.8,6.9,7,No,No,0,No,Sí,Medio,Biparental,37,No,4,2,3,4,3,3,3,2,3,3,3,1,2,1,2,4,2,1,3.1666666666666665,2.5,2,2.5555555555555554,2,3,3,4,2,2,3,3,4,4,3,3,2,2,2.7142857142857144,3,2.857142857142857,2,3,3,2,2,2,3,3,4,2,3,2,2,4,3,1,2.3333333333333335,3,2.4,2.5625,3,4,2,2,2,2,2,1,1,2,1,2,2.5,1.5,2
EDU-425,Mujer,15,4° Medio,RM,Rural,Part. Pagado,5.8,5.3,5.6,No,No,0,Sí,Sí,Alto,Extendida,54,No,3,4,4,4,3,4,3,3,2,2,2,3,3,2,3,3,3,3,3.6666666666666665,2.5,2.8333333333333335,3,3,2,2,2,2,4,2,4,2,3,3,3,1,3,2.4285714285714284,2.7142857142857144,2.5714285714285716,3,2,3,4,2,3,1,2,1,1,1,2,2,2,2,2,2.8333333333333335,1.2,2,2.0625,3,2,4,4,2,3,3,3,1,3,3,1,3,2.3333333333333335,2.6666666666666665
EDU-426,Mujer,16,3° Medio,Biobío,Urbano,Part. Subvencionado,5.2,3.6,4.8,No,No,0,Sí,Sí,Medio,Biparental,43,No,3,4,3,4,3,4,3,3,4,3,4,3,2,2,1,2,2,1,3.5,3.3333333333333335,1.6666666666666667,2.8333333333333335,3,3,1,4,4,2,4,2,2,3,3,3,3,3,3,2.7142857142857144,2.857142857142857,3,2,3,2,2,2,3,3,1,3,3,2,2,1,1,2,2.3333333333333335,2.6,1.6,2.1875,2,2,3,2,2,3,2,1,2,2,2,2,2.3333333333333335,1.8333333333333333,2.0833333333333335
EDU-427,Hombre,15,1° Medio,RM,Urbano,Part. Subvencionado,NA,NA,5.1,Sí,No,0,No,Sí,Medio,Monoparental,17,Sí,3,4,3,3,4,4,2,2,2,2,2,2,1,2,2,1,1,4,3.5,2,1.8333333333333333,2.4444444444444446,3,3,3,3,3,3,3,2,2,4,3,3,4,4,3,3.142857142857143,3.0714285714285716,3,4,3,3,3,4,3,2,3,4,4,3,3,3,2,2,3.3333333333333335,3.2,2.6,3.0625,2,4,1,2,2,3,2,3,2,3,2,3,2.3333333333333335,2.5,2.4166666666666665
EDU-428,Hombre,14,2° Medio,Maule,Urbano,Part. Subvencionado,7,7,6.9,No,No,0,Sí,Sí,Alto,Extendida,NA,Sí,3,3,2,2,3,3,4,3,4,4,4,2,3,3,3,3,3,2,2.6666666666666665,3.5,2.8333333333333335,3,3,3,4,3,4,3,4,3,3,3,2,4,4,3,3.4285714285714284,3.142857142857143,3.2857142857142856,4,2,4,3,2,2,3,3,3,3,2,2,2,3,3,2,2.8333333333333335,2.8,2.4,2.6875,2,1,1,2,1,1,2,2,1,1,1,3,1.3333333333333333,1.6666666666666667,1.5
EDU-429,Hombre,20,2° Medio,RM,Urbano,Municipal,3.6,3.4,3.4,No,No,0,No,Sí,Bajo,Biparental,45,No,2,3,3,2,1,1,2,3,3,2,2,1,4,3,3,4,3,3,2,2.1666666666666665,3.3333333333333335,2.5,3,2,2,2,3,2,3,2,2,3,2,3,3,3,2.4285714285714284,2.5714285714285716,2.5,2,1,2,1,2,1,1,3,2,2,1,2,2,1,2,3,1.5,1.8,2,1.75,3,2,4,3,4,3,4,3,4,3,4,4,3.1666666666666665,3.6666666666666665,3.4166666666666665
EDU-430,Mujer,19,3° Medio,Valparaíso,Rural,Part. Pagado,6.1,6.5,6.8,No,Sí,10,No,Sí,Medio,Monoparental,26,No,3,2,3,3,4,3,2,2,3,3,2,3,1,1,1,2,1,1,3,2.5,1.1666666666666667,2.2222222222222223,3,4,4,4,3,4,4,2,2,2,2,2,3,3,3.7142857142857144,2.2857142857142856,3,3,2,3,2,3,2,3,2,1,3,3,1,1,2,2,2,2.5,2.4,1.6,2.1875,4,3,3,2,3,2,1,1,2,3,4,1,2.8333333333333335,2,2.4166666666666665
EDU-431,Hombre,17,3° Medio,RM,Urbano,Part. Subvencionado,5.6,3.4,4.6,No,No,0,Sí,Sí,Medio,Biparental,6,No,3,2,3,1,2,3,2,1,2,2,1,2,3,3,2,3,3,2,2.3333333333333335,1.6666666666666667,2.6666666666666665,2.2222222222222223,4,3,3,3,1,3,3,3,4,3,3,4,3,4,2.857142857142857,3.4285714285714284,3.142857142857143,3,2,2,3,3,2,3,3,2,2,4,3,2,4,3,2,2.5,2.8,2.8,2.6875,3,2,3,2,3,2,2,4,3,3,2,3,2.5,2.8333333333333335,2.6666666666666665
EDU-432,Hombre,14,2° Medio,Biobío,Urbano,Part. Subvencionado,7,6.7,6.8,No,Sí,28,Sí,Sí,Medio,Extendida,5,No,2,3,3,2,2,2,2,3,2,2,2,2,2,2,3,2,1,4,2.3333333333333335,2.1666666666666665,2.3333333333333335,2.2777777777777777,4,4,3,3,3,4,4,3,4,3,3,3,3,3,3.5714285714285716,3.142857142857143,3.357142857142857,4,3,4,4,3,3,3,2,3,4,2,3,1,3,4,3,3.5,2.8,2.8,3.0625,1,1,1,3,1,1,3,1,2,2,2,3,1.3333333333333333,2.1666666666666665,1.75
EDU-433,Hombre,17,2° Medio,Biobío,Urbano,Municipal,6.1,6.1,6,No,No,0,No,Sí,Medio,Otra,37,No,3,3,4,2,2,2,1,1,3,2,3,2,3,3,3,2,3,3,2.6666666666666665,2,2.8333333333333335,2.5,4,3,3,3,4,4,3,3,3,3,3,2,4,3,3.4285714285714284,3,3.2142857142857144,2,2,3,3,2,2,2,2,2,3,3,2,1,2,1,1,2.3333333333333335,2.4,1.4,2.0625,2,2,1,1,1,1,1,2,2,2,1,3,1.3333333333333333,1.8333333333333333,1.5833333333333333
EDU-434,Hombre,17,4° Medio,RM,Urbano,Part. Subvencionado,NA,6.4,5.7,No,No,0,No,Sí,Medio,Monoparental,28,Sí,2,3,2,2,2,2,3,3,4,3,2,3,3,2,3,3,2,3,2.1666666666666665,3,2.6666666666666665,2.611111111111111,3,3,2,2,3,3,3,4,2,4,4,4,3,4,2.7142857142857144,3.5714285714285716,3.142857142857143,3,3,4,3,4,2,2,3,3,4,3,2,2,2,2,4,3.1666666666666665,3,2.4,2.875,3,3,2,4,1,3,4,4,3,3,3,2,2.6666666666666665,3.1666666666666665,2.9166666666666665
EDU-435,Hombre,15,2° Medio,RM,Rural,Municipal,6.8,4.7,5.5,No,No,0,Sí,Sí,Medio,Monoparental,22,No,2,2,1,1,1,1,2,3,1,3,3,2,2,2,2,2,3,3,1.3333333333333333,2.3333333333333335,2.3333333333333335,2,4,4,3,4,3,4,3,4,4,4,4,3,4,2,3.5714285714285716,3.5714285714285716,3.5714285714285716,3,4,4,2,4,3,1,2,2,3,2,3,4,4,3,3,3.3333333333333335,2,3.4,2.9375,2,1,1,1,2,1,1,1,1,1,1,1,1.3333333333333333,1,1.1666666666666667
EDU-436,Hombre,15,4° Medio,Biobío,Urbano,Municipal,3.1,2,2,Sí,No,0,No,Sí,Medio,Extendida,20,Sí,3,1,2,2,2,3,2,3,2,3,3,2,2,2,3,4,3,3,2.1666666666666665,2.5,2.8333333333333335,2.5,1,3,2,2,1,2,2,1,2,2,2,2,2,2,1.8571428571428572,1.8571428571428572,1.8571428571428572,2,1,1,2,1,2,4,2,3,3,2,2,2,3,1,1,1.5,2.8,1.8,2,4,2,4,4,4,3,3,3,4,3,3,2,3.5,3,3.25
EDU-437,Mujer,19,3° Medio,Maule,Urbano,Part. Pagado,6.4,6.1,NA,No,No,0,No,Sí,Bajo,Monoparental,NA,No,2,2,2,2,3,2,3,2,3,3,3,2,3,2,1,2,2,3,2.1666666666666665,2.6666666666666665,2.1666666666666665,2.3333333333333335,3,2,3,2,3,3,2,4,4,4,3,2,4,3,2.5714285714285716,3.4285714285714284,3,3,3,3,4,4,3,4,2,2,3,2,2,3,3,2,3,3.3333333333333335,2.6,2.6,2.875,3,2,3,2,3,4,3,3,3,3,3,2,2.8333333333333335,2.8333333333333335,2.8333333333333335
EDU-438,Mujer,15,1° Medio,Biobío,Urbano,Municipal,6.6,6.6,6.3,No,No,0,No,Sí,Bajo,Biparental,5,No,1,3,3,2,2,2,4,2,2,2,3,3,2,2,2,2,1,3,2.1666666666666665,2.6666666666666665,2,2.2777777777777777,3,1,4,3,2,2,4,3,3,4,3,4,3,4,2.7142857142857144,3.4285714285714284,3.0714285714285716,2,3,4,2,3,3,3,3,3,3,3,3,3,1,3,3,2.8333333333333335,3,2.6,2.8125,2,2,1,2,2,1,2,2,4,2,3,1,1.6666666666666667,2.3333333333333335,2
EDU-439,Mujer,14,1° Medio,Biobío,Urbano,Part. Subvencionado,6.5,6.8,6.1,No,No,0,Sí,Sí,Bajo,Monoparental,5,No,3,2,3,2,2,2,2,2,2,3,3,2,1,2,2,1,2,3,2.3333333333333335,2.3333333333333335,1.8333333333333333,2.1666666666666665,3,3,2,3,3,2,2,2,3,3,2,3,3,4,2.5714285714285716,2.857142857142857,2.7142857142857144,3,3,1,2,4,2,2,1,2,1,1,4,4,4,4,4,2.5,1.4,4,2.625,1,1,1,1,2,2,2,2,2,2,2,1,1.3333333333333333,1.8333333333333333,1.5833333333333333
EDU-440,Hombre,14,2° Medio,RM,Urbano,Municipal,6.6,5.1,6.5,No,Sí,20,No,Sí,Alto,Monoparental,21,Sí,3,4,3,4,4,4,2,1,1,1,1,1,3,1,2,1,2,1,3.6666666666666665,1.1666666666666667,1.6666666666666667,2.1666666666666665,3,2,1,1,3,3,3,4,4,3,4,4,3,3,2.2857142857142856,3.5714285714285716,2.9285714285714284,3,3,2,1,2,3,1,2,1,1,1,1,3,3,3,2,2.3333333333333335,1.2,2.4,2,4,3,3,4,4,3,3,1,3,2,2,2,3.5,2.1666666666666665,2.8333333333333335
EDU-441,Mujer,20,4° Medio,RM,Urbano,Municipal,4.3,4.9,3.1,No,No,0,Sí,Sí,Medio,Biparental,6,No,1,2,1,1,1,1,3,3,3,4,3,2,3,2,3,2,3,4,1.1666666666666667,3,2.8333333333333335,2.3333333333333335,3,3,2,2,2,3,3,2,3,3,3,3,3,3,2.5714285714285716,2.857142857142857,2.7142857142857144,1,1,2,2,1,1,2,1,1,3,2,2,1,1,1,2,1.3333333333333333,1.8,1.4,1.5,1,2,1,1,1,1,2,3,1,2,2,1,1.1666666666666667,1.8333333333333333,1.5
EDU-442,Mujer,15,3° Medio,RM,Urbano,Municipal,6.1,4.1,4.4,No,No,0,No,Sí,Medio,Biparental,10,No,4,3,4,4,3,3,3,2,2,3,2,1,2,1,1,1,1,2,3.5,2.1666666666666665,1.3333333333333333,2.3333333333333335,3,3,2,2,3,4,3,1,3,2,3,3,2,2,2.857142857142857,2.2857142857142856,2.5714285714285716,2,2,3,1,1,1,3,4,2,2,2,3,2,3,4,3,1.6666666666666667,2.6,3,2.375,2,3,3,2,4,3,2,2,3,3,2,3,2.8333333333333335,2.5,2.6666666666666665
EDU-443,Mujer,18,4° Medio,Valparaíso,Urbano,Part. Subvencionado,3.9,3.1,2.6,No,Sí,10,Sí,Sí,Bajo,Monoparental,18,No,2,1,1,1,3,1,3,2,2,3,1,1,4,3,3,2,3,1,1.5,2,2.6666666666666665,2.0555555555555554,3,3,3,2,3,3,3,3,2,2,2,2,2,3,2.857142857142857,2.2857142857142856,2.5714285714285716,1,1,3,2,2,3,2,3,3,2,3,2,1,1,3,2,2,2.6,1.8,2.125,4,4,3,3,3,4,4,4,4,4,4,3,3.5,3.8333333333333335,3.6666666666666665
EDU-444,Hombre,14,4° Medio,RM,Rural,Part. Subvencionado,6.2,4.1,4.7,Sí,Sí,5,No,Sí,Bajo,Extendida,5,Sí,4,4,3,3,4,3,2,2,1,2,2,2,1,2,1,1,2,2,3.5,1.8333333333333333,1.5,2.2777777777777777,3,2,2,3,3,2,3,3,3,3,3,3,4,4,2.5714285714285716,3.2857142857142856,2.9285714285714284,2,4,3,4,4,4,4,3,4,4,4,3,4,2,2,4,3.5,3.8,3,3.4375,4,4,4,3,4,3,3,4,4,4,4,2,3.6666666666666665,3.5,3.5833333333333335
EDU-445,Mujer,19,2° Medio,RM,Urbano,Municipal,4,2.3,2.3,No,No,0,Sí,Sí,Bajo,Biparental,NA,No,1,1,1,2,2,1,1,3,2,4,2,3,4,3,3,4,3,2,1.3333333333333333,2.5,3.1666666666666665,2.3333333333333335,2,3,3,2,4,3,3,2,3,2,3,2,2,2,2.857142857142857,2.2857142857142856,2.5714285714285716,3,2,2,3,2,2,2,3,2,3,2,2,3,2,3,3,2.3333333333333335,2.4,2.6,2.4375,2,3,2,2,2,3,2,3,3,3,4,2,2.3333333333333335,2.8333333333333335,2.5833333333333335
EDU-446,Mujer,18,3° Medio,Otra,Rural,Part. Pagado,6.8,6.4,6,Sí,No,0,No,No,Medio,Otra,9,No,2,2,2,3,4,4,2,3,2,1,3,3,2,2,1,2,1,1,2.8333333333333335,2.3333333333333335,1.5,2.2222222222222223,4,3,3,4,3,3,3,4,1,3,2,3,1,2,3.2857142857142856,2.2857142857142856,2.7857142857142856,3,3,3,4,2,3,4,4,4,3,2,4,3,4,4,4,3,3.4,3.8,3.375,3,1,2,2,1,3,4,3,3,3,2,3,2,3,2.5
EDU-447,Mujer,16,1° Medio,Valparaíso,Urbano,Part. Subvencionado,5,6.3,5.9,No,No,0,Sí,Sí,Medio,Biparental,5,No,2,2,2,3,3,3,2,2,2,2,1,2,3,3,3,2,2,2,2.5,1.8333333333333333,2.5,2.2777777777777777,3,3,3,3,2,3,2,2,4,3,3,4,4,3,2.7142857142857144,3.2857142857142856,3,2,3,3,3,4,3,2,3,2,2,2,3,1,3,2,3,3,2.2,2.4,2.5625,1,1,1,1,2,1,1,1,1,2,2,1,1.1666666666666667,1.3333333333333333,1.25
EDU-448,Hombre,15,4° Medio,Biobío,Urbano,Municipal,3.6,3.9,5.3,No,No,0,No,Sí,Medio,Biparental,105,No,3,3,3,2,3,3,3,3,4,3,2,3,1,2,2,3,2,2,2.8333333333333335,3,2,2.611111111111111,4,3,1,1,3,2,3,4,2,2,3,2,1,3,2.4285714285714284,2.4285714285714284,2.4285714285714284,2,2,2,3,3,3,3,3,2,2,3,3,2,3,2,3,2.5,2.6,2.6,2.5625,1,1,2,2,2,2,3,2,2,1,3,3,1.6666666666666667,2.3333333333333335,2
