id,sexo,edad,nivel_educacional,estado_civil,n_hijos,region,area,nivel_cargo,modalidad_trabajo,antiguedad_anos,tipo_contrato,horas_semanales,ingreso_tramo,capacitacion_ultimo_ano,evaluacion_desempeno,beneficios_empresa,turno,ebl_i01,ebl_i02,ebl_i03,ebl_i04,ebl_i05,ebl_i06,ebl_i07,ebl_i08,ebl_i09,ebl_i10,ebl_i11,ebl_i12,ebl_i13,ebl_i14,ebl_i15,ebl_i16,ebl_i17,ebl_i18,ebl_agotamiento,ebl_cinismo,ebl_baja_eficacia,ebl_total,csl_i01,csl_i02,csl_i03,csl_i04,csl_i05,csl_i06,csl_i07,csl_i08,csl_i09,csl_i10,csl_i11,csl_i12,csl_i13,csl_i14,csl_i15,csl_i16,csl_tarea,csl_contexto,csl_total,elp_i01,elp_i02,elp_i03,elp_i04,elp_i05,elp_i06,elp_i07,elp_i08,elp_i09,elp_i10,elp_i11,elp_i12,elp_i13,elp_i14,elp_transformacional,elp_transaccional,elp_total,eir_i01,eir_i02,eir_i03,eir_i04,eir_i05,eir_i06,eir_i07,eir_i08,eir_i09,eir_i10,eir_intencion_salida,eir_busqueda_alternativas,eir_total
LAB-397,Mujer,34,Universitario,Separado/a,3,RM,RRHH,Operativo,Remoto,1,Plazo fijo,47,Medio,Sí,2.7,Básicos,Diurno,2,4,3,3,4,3,2,2,2,3,1,2,2,3,3,2,3,2,3.1666666666666665,2,2.5,2.5555555555555554,2,3,3,3,3,3,4,3,2,3,3,2,3,1,3,4,3,2.625,2.8125,2,2,2,3,3,3,2,3,2,2,4,4,2,2,2.4285714285714284,2.7142857142857144,2.5714285714285716,1,2,1,2,3,2,2,2,2,2,1.8,2,1.9
LAB-398,Mujer,38,Postgrado,Casado/a,1,RM,TI,Jefatura,Presencial,1,Honorarios,45,Bajo,Sí,1.5,Intermedios,Diurno,2,2,3,3,3,1,3,2,3,3,2,3,2,4,4,3,4,3,2.3333333333333335,2.6666666666666665,3.3333333333333335,2.7777777777777777,3,3,3,3,3,2,3,4,3,3,4,3,2,4,4,1,3,3,3,2,4,4,2,2,2,3,1,4,3,3,3,2,1,2.7142857142857144,2.4285714285714284,2.5714285714285716,1,1,2,2,3,1,2,1,2,1,1.8,1.4,1.6
LAB-399,Mujer,22,Técnico,Casado/a,2,Biobío,Finanzas,Jefatura,Presencial,4,Indefinido,39,Bajo,No,4.9,Completos,Rotativo,2,2,1,1,1,3,1,1,3,1,1,2,2,2,2,1,2,3,1.6666666666666667,1.5,2,1.7222222222222223,4,3,4,4,4,4,4,3,3,3,3,3,3,2,2,2,3.75,2.625,3.1875,2,2,2,2,2,3,2,3,3,4,2,3,3,3,2.142857142857143,3,2.5714285714285716,2,1,2,2,3,1,1,1,1,2,2,1.2,1.6
LAB-400,Hombre,53,Postgrado,Separado/a,0,Antofagasta,Producción,Jefatura,Remoto,0,Indefinido,38,Medio,Sí,3.2,Completos,Diurno,2,1,2,3,2,3,1,1,2,2,2,1,2,3,2,1,1,2,2.1666666666666665,1.5,1.8333333333333333,1.8333333333333333,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2.125,2.25,2.1875,4,3,4,3,2,3,3,3,4,4,3,4,3,3,3.142857142857143,3.4285714285714284,3.2857142857142856,1,2,2,1,3,1,2,3,3,3,1.8,2.4,2.1
LAB-401,Mujer,33,Técnico,Casado/a,4,Valparaíso,Operaciones,Profesional,Presencial,2,Indefinido,30,Bajo,Sí,3.4,Completos,Diurno,3,2,2,1,2,3,2,2,2,2,1,3,1,2,2,1,1,1,2.1666666666666665,2,1.3333333333333333,1.8333333333333333,2,3,2,3,2,4,3,2,3,4,4,3,4,4,4,3,2.625,3.625,3.125,2,3,2,3,2,2,3,2,4,2,2,1,2,2,2.4285714285714284,2.142857142857143,2.2857142857142856,1,1,3,3,2,1,2,1,1,1,2,1.2,1.6
LAB-402,Hombre,48,Técnico,Separado/a,2,Biobío,Producción,Operativo,Remoto,2,Indefinido,28,Alto,Sí,3.5,Básicos,Rotativo,1,2,1,2,2,3,2,2,3,3,2,1,2,1,2,1,3,1,1.8333333333333333,2.1666666666666665,1.6666666666666667,1.8888888888888888,3,3,3,3,2,2,3,3,3,4,3,3,3,3,3,2,2.75,3,2.875,3,3,3,3,4,4,3,3,1,3,3,3,2,2,3.2857142857142856,2.4285714285714284,2.857142857142857,2,1,2,2,2,1,1,2,2,2,1.8,1.6,1.7
LAB-403,Hombre,52,Técnico,Conviviente,3,RM,Comercial,Profesional,Híbrido,10,Indefinido,57,Bajo,Sí,3.2,Intermedios,Diurno,2,1,1,1,1,4,1,1,1,1,1,2,1,2,1,1,2,1,1.6666666666666667,1.1666666666666667,1.3333333333333333,1.3888888888888888,3,4,2,4,2,3,2,3,4,4,2,3,3,1,3,4,2.875,3,2.9375,3,3,4,4,3,3,4,4,4,4,4,4,4,4,3.4285714285714284,4,3.7142857142857144,1,1,1,1,2,1,2,1,2,2,1.2,1.6,1.4
LAB-404,Otro,33,Técnico,Soltero/a,4,RM,TI,Profesional,Remoto,NA,Plazo fijo,48,Medio,Sí,1.7,Intermedios,Diurno,1,2,2,2,1,2,3,2,3,2,2,2,3,2,3,3,3,3,1.6666666666666667,2.3333333333333335,2.8333333333333335,2.2777777777777777,2,3,3,2,2,1,2,2,1,3,2,2,2,3,2,1,2.125,2,2.0625,2,2,2,3,4,2,3,3,2,2,2,3,2,3,2.5714285714285716,2.4285714285714284,2.5,2,1,1,2,2,1,2,2,3,3,1.6,2.2,1.9
LAB-405,Hombre,33,Universitario,Soltero/a,2,RM,RRHH,Operativo,Presencial,2,Plazo fijo,51,Alto,No,2.2,Básicos,Rotativo,4,4,2,3,3,2,3,2,3,3,4,2,3,2,3,2,3,2,3,2.8333333333333335,2.5,2.7777777777777777,2,3,3,2,2,2,3,3,2,3,4,3,2,3,3,3,2.5,2.875,2.6875,2,3,2,3,4,2,2,3,1,1,2,3,3,2,2.5714285714285716,2.142857142857143,2.357142857142857,2,2,1,3,3,3,2,2,3,3,2.2,2.6,2.4
LAB-406,Hombre,37,Universitario,Conviviente,3,Valparaíso,RRHH,Operativo,Presencial,3,Indefinido,47,Bajo,No,2.9,Intermedios,Diurno,2,2,3,3,3,1,2,4,3,2,2,1,2,3,3,4,2,2,2.3333333333333335,2.3333333333333335,2.6666666666666665,2.4444444444444446,2,3,2,3,3,4,3,3,3,1,2,2,3,3,3,2,2.875,2.375,2.625,2,3,3,4,3,3,3,3,3,2,3,1,3,3,3,2.5714285714285716,2.7857142857142856,2,1,2,1,2,2,1,2,2,2,1.6,1.8,1.7
LAB-407,Mujer,41,Universitario,Soltero/a,0,RM,TI,Profesional,Presencial,1,Indefinido,37,NA,No,4.7,Completos,Diurno,1,1,2,1,1,1,2,1,2,2,2,2,3,4,3,4,3,3,1.1666666666666667,1.8333333333333333,3.3333333333333335,2.111111111111111,4,3,4,4,4,4,4,2,3,3,2,3,4,3,3,3,3.625,3,3.3125,4,3,2,4,3,3,4,3,3,4,4,4,4,4,3.2857142857142856,3.7142857142857144,3.5,3,2,2,2,2,2,2,3,3,3,2.2,2.6,2.4
LAB-408,Mujer,57,Media,Separado/a,0,RM,TI,Jefatura,Presencial,0,Indefinido,43,Medio,Sí,3.3,Básicos,Diurno,2,2,1,2,1,3,1,1,1,1,1,2,2,3,1,2,1,1,1.8333333333333333,1.1666666666666667,1.6666666666666667,1.5555555555555556,3,2,2,3,2,4,3,3,3,2,4,3,2,3,2,2,2.75,2.625,2.6875,2,3,3,3,4,3,2,2,3,3,3,4,3,3,2.857142857142857,3,2.9285714285714284,2,3,3,2,2,3,3,2,3,2,2.4,2.6,2.5
LAB-409,Mujer,49,Universitario,Soltero/a,2,Valparaíso,Operaciones,Operativo,Híbrido,1,Indefinido,49,Bajo,No,2.5,Completos,Rotativo,1,3,1,2,2,2,1,1,3,2,2,1,3,2,2,2,1,3,1.8333333333333333,1.6666666666666667,2.1666666666666665,1.8888888888888888,3,3,3,3,3,2,3,3,4,2,4,2,2,3,4,3,2.875,3,2.9375,2,3,3,3,2,2,2,1,2,2,3,1,2,1,2.4285714285714284,1.7142857142857142,2.0714285714285716,1,1,2,2,2,2,1,1,1,2,1.6,1.4,1.5
LAB-410,Mujer,47,Universitario,Separado/a,2,RM,Finanzas,Operativo,Presencial,NA,Honorarios,41,Alto,Sí,2.1,Intermedios,Nocturno,2,3,2,2,2,1,3,3,2,2,4,1,3,3,3,2,2,2,2,2.5,2.5,2.3333333333333335,3,3,1,3,4,3,4,3,3,2,3,3,4,3,3,3,3,3,3,1,1,1,2,2,1,1,2,1,3,3,3,2,1,1.2857142857142858,2.142857142857143,1.7142857142857142,3,3,3,4,2,4,4,3,4,4,3,3.8,3.4
LAB-411,Mujer,22,Técnico,Soltero/a,2,RM,Comercial,Operativo,Presencial,0,Honorarios,35,Alto,No,2.9,Básicos,Diurno,2,2,2,2,3,2,2,2,1,2,2,3,2,1,2,3,3,1,2.1666666666666665,2,2,2.0555555555555554,3,3,3,3,3,3,2,4,3,3,2,2,3,2,3,3,3,2.625,2.8125,1,2,3,3,2,3,3,3,3,2,4,2,2,3,2.4285714285714284,2.7142857142857144,2.5714285714285716,3,3,3,4,3,2,4,3,4,4,3.2,3.4,3.3
LAB-412,Hombre,22,Universitario,Soltero/a,2,RM,Producción,Operativo,Híbrido,2,Indefinido,42,Bajo,Sí,4.5,Intermedios,Diurno,2,1,1,3,4,3,2,2,3,2,2,3,1,2,1,2,1,1,2.3333333333333335,2.3333333333333335,1.3333333333333333,2,4,3,4,4,4,3,4,3,3,3,4,4,4,3,3,4,3.625,3.5,3.5625,2,3,2,2,1,3,1,3,3,4,2,2,3,2,2,2.7142857142857144,2.357142857142857,2,2,3,2,2,2,1,2,2,1,2.2,1.6,1.9
LAB-413,Mujer,22,Universitario,Soltero/a,1,Biobío,Comercial,Jefatura,Presencial,12,Indefinido,47,Medio,Sí,3.1,Intermedios,Nocturno,2,1,1,1,1,1,2,1,1,1,1,3,1,1,2,3,2,1,1.1666666666666667,1.5,1.6666666666666667,1.4444444444444444,3,3,3,3,4,3,3,3,4,2,4,3,2,3,3,4,3.125,3.125,3.125,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1.4285714285714286,1.8571428571428572,1.6428571428571428,3,3,2,4,1,3,2,3,3,3,2.6,2.8,2.7
LAB-414,Hombre,34,Universitario,Casado/a,3,RM,Operaciones,Profesional,Híbrido,1,Honorarios,40,Medio,Sí,3.4,Intermedios,Diurno,1,1,1,1,1,3,1,3,2,1,1,3,2,2,2,2,2,2,1.3333333333333333,1.8333333333333333,2,1.7222222222222223,3,1,3,3,3,4,3,4,2,2,2,2,3,2,4,3,3,2.5,2.75,4,3,4,3,3,3,3,3,2,2,1,3,3,3,3.2857142857142856,2.4285714285714284,2.857142857142857,2,1,1,1,3,2,2,2,1,2,1.6,1.8,1.7
LAB-415,Otro,29,Técnico,Casado/a,1,Antofagasta,Finanzas,Jefatura,Presencial,3,Indefinido,39,Medio,Sí,4.7,Completos,Diurno,1,1,2,2,1,3,2,2,2,2,2,2,2,3,3,2,2,2,1.6666666666666667,2,2.3333333333333335,2,4,4,4,4,4,4,3,3,3,2,4,3,3,3,2,2,3.75,2.75,3.25,2,3,2,2,4,2,3,3,3,3,3,3,3,2,2.5714285714285716,2.857142857142857,2.7142857142857144,1,1,1,1,1,1,1,2,1,1,1,1.2,1.1
LAB-416,Mujer,39,Media,Soltero/a,2,RM,Finanzas,Gerencia,Presencial,6,Indefinido,43,Medio,No,2.4,Básicos,Diurno,1,2,1,1,2,3,2,2,1,2,1,1,3,1,2,2,1,1,1.6666666666666667,1.5,1.6666666666666667,1.6111111111111112,2,2,3,4,3,2,2,3,2,2,3,2,2,3,3,2,2.625,2.375,2.5,3,3,2,3,3,2,3,1,2,2,2,3,1,2,2.7142857142857144,1.8571428571428572,2.2857142857142856,1,4,4,4,4,4,2,2,3,1,3.4,2.4,2.9
LAB-417,Hombre,22,Universitario,Casado/a,3,Otra,Finanzas,Operativo,Remoto,NA,Indefinido,43,Alto,Sí,3.2,Básicos,Diurno,3,2,3,2,3,3,3,3,3,2,2,2,1,3,3,2,3,2,2.6666666666666665,2.5,2.3333333333333335,2.5,4,2,3,2,3,4,3,3,3,3,3,2,4,3,3,2,3,2.875,2.9375,2,3,2,2,2,2,3,3,3,2,3,2,3,2,2.2857142857142856,2.5714285714285716,2.4285714285714284,3,3,2,2,3,2,3,3,2,1,2.6,2.2,2.4
LAB-418,Mujer,37,Universitario,Separado/a,4,Biobío,Producción,Profesional,Presencial,1,Indefinido,NA,Medio,Sí,4.4,Intermedios,Nocturno,2,3,3,2,1,1,2,1,2,1,3,2,1,2,3,2,2,1,2,1.8333333333333333,1.8333333333333333,1.8888888888888888,3,2,3,3,3,3,2,2,2,2,2,3,3,3,3,1,2.625,2.375,2.5,3,2,2,2,2,2,3,2,3,2,3,2,2,3,2.2857142857142856,2.4285714285714284,2.357142857142857,1,1,1,2,2,1,1,1,1,2,1.4,1.2,1.3
LAB-419,Mujer,23,Universitario,Conviviente,1,RM,Finanzas,Operativo,Presencial,21,Indefinido,47,Alto,Sí,3.9,Básicos,Rotativo,2,3,2,1,2,4,3,2,2,2,3,4,3,2,2,2,3,2,2.3333333333333335,2.6666666666666665,2.3333333333333335,2.4444444444444446,2,3,3,4,4,4,3,4,4,4,4,4,4,4,4,2,3.375,3.75,3.5625,2,3,2,3,2,1,1,3,1,2,2,2,2,3,2,2.142857142857143,2.0714285714285716,1,1,2,1,2,1,1,1,2,1,1.4,1.2,1.3
LAB-420,Hombre,44,Universitario,Conviviente,0,Antofagasta,Finanzas,Gerencia,Presencial,2,Plazo fijo,39,Bajo,No,4.7,Básicos,Diurno,2,1,1,2,1,1,4,2,2,2,4,2,3,4,2,1,2,2,1.3333333333333333,2.6666666666666665,2.3333333333333335,2.111111111111111,4,3,4,4,4,4,3,3,3,4,4,4,4,3,4,3,3.625,3.625,3.625,3,3,2,4,3,3,3,3,4,2,4,4,3,4,3,3.4285714285714284,3.2142857142857144,1,1,1,1,1,1,1,1,1,1,1,1,1
LAB-421,Mujer,36,Media,Conviviente,4,Otra,Comercial,Operativo,Híbrido,5,Indefinido,38,Alto,No,4.3,Intermedios,Diurno,1,2,2,1,1,1,1,2,2,1,1,3,2,2,3,2,2,2,1.3333333333333333,1.6666666666666667,2.1666666666666665,1.7222222222222223,3,3,3,4,3,4,3,4,3,4,3,2,3,4,3,3,3.375,3.125,3.25,4,2,3,3,3,4,3,2,3,2,4,3,3,3,3.142857142857143,2.857142857142857,3,2,1,2,1,1,2,3,2,2,3,1.4,2.4,1.9
LAB-422,Mujer,27,Universitario,Casado/a,0,RM,TI,Operativo,Presencial,2,Indefinido,47,Alto,Sí,3.7,Intermedios,Rotativo,3,2,2,3,2,4,2,2,1,2,2,1,1,1,1,2,1,2,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.8888888888888888,2,2,2,2,2,2,1,2,3,3,3,3,2,3,2,3,1.875,2.75,2.3125,3,2,3,2,2,2,3,2,2,3,3,2,2,2,2.4285714285714284,2.2857142857142856,2.357142857142857,1,2,2,3,4,2,2,3,1,3,2.4,2.2,2.3
LAB-423,Hombre,22,Técnico,Casado/a,2,RM,TI,Operativo,Presencial,1,Indefinido,58,Medio,Sí,3.6,Completos,Diurno,2,1,2,2,1,1,2,1,1,2,3,1,1,1,1,1,2,1,1.5,1.6666666666666667,1.1666666666666667,1.4444444444444444,4,4,3,4,4,4,4,4,3,4,4,4,4,3,3,2,3.875,3.375,3.625,3,4,4,3,4,3,3,3,4,2,2,2,3,2,3.4285714285714284,2.5714285714285716,3,1,2,2,2,2,1,2,2,2,1,1.8,1.6,1.7
LAB-424,Hombre,29,Universitario,Conviviente,0,Otra,Comercial,Profesional,Híbrido,3,Indefinido,40,Medio,Sí,4.1,Básicos,Rotativo,1,2,1,1,2,3,1,1,1,1,2,2,2,1,1,1,1,1,1.6666666666666667,1.3333333333333333,1.1666666666666667,1.3888888888888888,3,2,3,4,3,3,2,1,3,4,4,4,3,4,4,3,2.625,3.625,3.125,3,3,4,3,2,3,4,3,4,2,4,2,3,3,3.142857142857143,3,3.0714285714285716,1,2,1,1,3,2,2,1,1,1,1.6,1.4,1.5
LAB-425,Mujer,40,Universitario,Conviviente,3,Biobío,Finanzas,Profesional,Remoto,4,Honorarios,25,Medio,Sí,4.9,Intermedios,Diurno,1,1,1,3,1,2,1,1,2,1,1,4,2,1,3,3,2,2,1.5,1.6666666666666667,2.1666666666666665,1.7777777777777777,2,4,3,2,3,3,4,4,3,3,3,2,2,3,2,1,3.125,2.375,2.75,3,2,4,4,4,3,3,3,2,2,2,2,3,2,3.2857142857142856,2.2857142857142856,2.7857142857142856,1,2,1,1,2,1,1,1,2,2,1.4,1.4,1.4
LAB-426,Hombre,34,Postgrado,Conviviente,3,Biobío,Operaciones,Jefatura,Presencial,1,Indefinido,48,Bajo,Sí,2.9,Intermedios,Nocturno,4,3,3,4,3,3,3,1,3,3,3,1,4,2,3,2,2,2,3.3333333333333335,2.3333333333333335,2.5,2.7222222222222223,2,3,2,2,2,1,2,3,1,3,1,2,2,1,2,3,2.125,1.875,2,2,2,3,3,3,2,3,3,3,4,3,3,2,4,2.5714285714285716,3.142857142857143,2.857142857142857,1,2,2,3,2,3,2,3,3,2,2,2.6,2.3
LAB-427,Otro,42,Universitario,Soltero/a,2,Valparaíso,Comercial,Profesional,Presencial,3,Indefinido,51,Bajo,Sí,1.4,Intermedios,Diurno,3,3,2,3,3,2,3,2,2,3,1,2,4,4,2,3,3,3,2.6666666666666665,2.1666666666666665,3.1666666666666665,2.6666666666666665,3,3,2,1,2,3,2,4,3,3,2,3,3,2,2,2,2.5,2.5,2.5,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1.4285714285714286,1.5714285714285714,1.5,3,3,3,2,2,2,1,1,2,2,2.6,1.6,2.1
LAB-428,Hombre,32,Universitario,Conviviente,2,RM,RRHH,Profesional,Híbrido,4,Honorarios,36,Alto,Sí,2.6,Básicos,Diurno,2,3,2,2,3,2,2,2,2,2,3,2,1,1,3,3,2,1,2.3333333333333335,2.1666666666666665,1.8333333333333333,2.111111111111111,3,2,2,2,2,2,2,3,2,1,1,3,2,2,2,3,2.25,2,2.125,2,3,1,2,2,2,2,2,1,2,1,1,2,2,2,1.5714285714285714,1.7857142857142858,3,3,4,2,3,3,3,2,3,3,3,2.8,2.9
LAB-429,Hombre,22,Universitario,Casado/a,1,Otra,Comercial,Operativo,Presencial,2,Indefinido,30,Medio,Sí,4.2,Intermedios,Diurno,1,1,2,1,2,2,2,2,2,3,1,3,2,2,2,2,1,2,1.5,2.1666666666666665,1.8333333333333333,1.8333333333333333,3,2,3,4,2,4,3,2,4,3,4,2,3,2,3,4,2.875,3.125,3,4,4,4,4,4,3,3,4,3,3,4,4,4,3,3.7142857142857144,3.5714285714285716,3.642857142857143,2,2,1,2,2,2,2,2,1,2,1.8,1.8,1.8
LAB-430,Mujer,34,Media,Conviviente,2,RM,Comercial,Operativo,Híbrido,3,Indefinido,39,Medio,Sí,2,Básicos,Diurno,4,3,2,2,2,3,1,2,2,2,2,2,2,1,2,1,2,2,2.6666666666666665,1.8333333333333333,1.6666666666666667,2.0555555555555554,3,3,2,4,2,2,3,4,3,2,2,3,4,3,4,4,2.875,3.125,3,3,3,4,3,3,4,4,2,3,4,4,3,2,2,3.4285714285714284,2.857142857142857,3.142857142857143,1,1,1,1,3,2,1,2,2,2,1.4,1.8,1.6
LAB-431,Mujer,34,Universitario,Separado/a,0,Biobío,Comercial,Operativo,Remoto,13,Indefinido,52,Bajo,Sí,4.3,Intermedios,Diurno,1,2,2,2,1,2,2,1,1,1,2,3,1,2,2,1,2,2,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,3,3,4,4,4,4,4,4,4,2,3,4,4,3,3,3,3.75,3.25,3.5,2,3,2,2,3,2,2,3,2,2,2,3,3,3,2.2857142857142856,2.5714285714285716,2.4285714285714284,1,1,1,1,2,1,1,1,1,1,1.2,1,1.1
LAB-432,Mujer,22,Universitario,Separado/a,0,RM,Comercial,Profesional,Presencial,NA,Plazo fijo,38,Bajo,No,4.2,Intermedios,Diurno,2,1,3,2,1,3,3,2,2,1,2,2,3,2,3,4,3,3,2,2,3,2.3333333333333335,3,3,4,3,4,2,2,4,4,3,4,2,4,4,4,4,3.125,3.625,3.375,2,2,3,3,1,2,3,2,2,3,1,2,1,2,2.2857142857142856,1.8571428571428572,2.0714285714285716,2,2,2,2,2,3,1,1,2,2,2,1.8,1.9
LAB-433,Mujer,22,Técnico,Separado/a,1,RM,Producción,Profesional,Híbrido,4,Indefinido,52,Bajo,No,4.4,Completos,Rotativo,1,2,1,2,2,2,2,3,1,2,2,3,3,3,3,1,2,2,1.6666666666666667,2.1666666666666665,2.3333333333333335,2.0555555555555554,4,3,3,3,4,4,2,3,4,3,2,3,3,3,3,4,3.25,3.125,3.1875,4,3,3,4,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,1.8,2,1.9
LAB-434,Hombre,24,Universitario,Soltero/a,3,RM,RRHH,Gerencia,Presencial,7,Plazo fijo,44,Medio,No,2.8,Básicos,Rotativo,2,2,2,2,3,3,2,2,2,2,2,3,1,2,2,2,2,3,2.3333333333333335,2.1666666666666665,2,2.1666666666666665,3,3,2,3,3,1,2,2,4,3,2,3,4,3,3,4,2.375,3.25,2.8125,2,3,3,2,2,3,3,3,2,3,2,2,3,2,2.5714285714285716,2.4285714285714284,2.5,3,3,3,3,2,2,4,3,2,1,2.8,2.4,2.6
LAB-435,Hombre,40,Media,Conviviente,0,RM,Comercial,Jefatura,Híbrido,11,Indefinido,41,Alto,No,4.7,Completos,Diurno,1,1,3,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1.6666666666666667,1.6666666666666667,1.1666666666666667,1.5,4,3,2,2,3,2,2,3,3,3,3,3,2,2,2,3,2.625,2.625,2.625,3,3,3,3,4,4,4,3,3,3,3,3,3,2,3.4285714285714284,2.857142857142857,3.142857142857143,2,1,1,1,2,1,2,1,1,1,1.4,1.2,1.3
LAB-436,Mujer,49,Universitario,Conviviente,2,Biobío,Operaciones,Profesional,Híbrido,10,Honorarios,53,Bajo,Sí,1.5,Intermedios,Diurno,2,2,4,2,3,2,3,3,3,2,2,2,2,2,4,3,2,3,2.5,2.5,2.6666666666666665,2.5555555555555554,2,2,3,3,2,2,3,3,2,2,3,2,2,2,2,2,2.5,2.125,2.3125,3,3,2,2,2,1,3,2,1,4,2,2,1,3,2.2857142857142856,2.142857142857143,2.2142857142857144,4,3,3,2,3,2,2,3,3,2,3,2.4,2.7
LAB-437,Hombre,46,Media,Separado/a,0,RM,Comercial,Jefatura,Remoto,13,Indefinido,35,Bajo,Sí,3.6,Básicos,Nocturno,2,2,2,3,2,3,1,2,2,2,2,3,3,2,1,1,2,2,2.3333333333333335,2,1.8333333333333333,2.0555555555555554,4,3,3,3,3,2,4,3,3,4,3,2,2,4,4,3,3.125,3.125,3.125,1,1,1,3,1,2,2,1,2,1,1,1,1,1,1.5714285714285714,1.1428571428571428,1.3571428571428572,1,1,2,3,1,2,3,3,2,2,1.6,2.4,2
LAB-438,Hombre,25,Técnico,Separado/a,4,Antofagasta,Comercial,Profesional,Presencial,1,Plazo fijo,36,Medio,Sí,4.5,Básicos,Diurno,2,3,2,2,2,1,3,3,3,2,2,2,2,2,2,3,3,3,2,2.5,2.5,2.3333333333333335,2,2,2,3,2,3,2,3,3,4,3,3,4,3,3,3,2.375,3.25,2.8125,2,2,3,2,1,2,2,2,2,1,2,2,2,3,2,2,2,1,2,1,2,2,1,1,1,2,2,1.6,1.4,1.5
LAB-439,Mujer,37,Media,Casado/a,2,Biobío,TI,Operativo,Híbrido,21,Plazo fijo,59,Medio,Sí,4.1,Básicos,Diurno,1,2,2,3,1,2,2,1,1,2,1,3,2,1,1,1,1,1,1.8333333333333333,1.6666666666666667,1.1666666666666667,1.5555555555555556,4,3,4,4,2,4,3,2,4,4,2,3,4,4,4,3,3.25,3.5,3.375,3,3,2,4,4,4,3,2,3,3,3,4,3,2,3.2857142857142856,2.857142857142857,3.0714285714285716,1,2,1,3,3,2,2,1,1,1,2,1.4,1.7
LAB-440,Mujer,56,Media,Soltero/a,3,Antofagasta,TI,Operativo,Híbrido,5,Plazo fijo,39,Medio,Sí,2.3,Intermedios,Diurno,1,2,3,2,2,2,2,4,3,4,3,2,2,1,2,2,2,2,2,3,1.8333333333333333,2.2777777777777777,4,4,4,4,4,4,4,3,3,3,4,3,3,2,3,3,3.875,3,3.4375,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1.2857142857142858,1.2857142857142858,1.2857142857142858,3,3,1,3,1,2,2,1,2,1,2.2,1.6,1.9
LAB-441,Hombre,46,Universitario,Conviviente,1,Antofagasta,Operaciones,Operativo,Remoto,4,Plazo fijo,40,Bajo,Sí,2.2,Básicos,Nocturno,3,3,4,4,3,3,2,3,2,3,3,3,3,1,3,2,3,3,3.3333333333333335,2.6666666666666665,2.5,2.8333333333333335,3,1,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2.25,2,2.125,3,2,3,3,2,2,3,3,2,3,3,3,3,2,2.5714285714285716,2.7142857142857144,2.642857142857143,2,1,2,2,1,2,3,1,2,2,1.6,2,1.8
LAB-442,Hombre,52,Postgrado,Conviviente,1,Otra,Comercial,Operativo,Híbrido,4,Indefinido,49,Bajo,Sí,3.9,Intermedios,Nocturno,3,2,1,2,3,2,2,2,3,1,1,2,2,1,2,2,2,1,2.1666666666666665,1.8333333333333333,1.6666666666666667,1.8888888888888888,1,2,1,2,2,1,1,1,2,1,2,3,1,3,1,2,1.375,1.875,1.625,2,2,3,2,3,2,4,2,1,3,1,2,2,2,2.5714285714285716,1.8571428571428572,2.2142857142857144,3,4,2,2,2,2,3,2,2,2,2.6,2.2,2.4
LAB-443,Hombre,22,Técnico,Conviviente,4,RM,Operaciones,Operativo,Presencial,1,Indefinido,44,Bajo,No,4.5,Completos,Diurno,1,2,1,2,2,1,1,1,2,2,1,1,2,3,2,2,2,2,1.5,1.3333333333333333,2.1666666666666665,1.6666666666666667,4,4,3,3,4,4,3,4,3,4,3,2,4,3,3,3,3.625,3.125,3.375,4,2,3,3,3,3,3,2,3,2,1,3,2,1,3,2,2.5,1,1,1,2,2,1,1,1,1,1,1.4,1,1.2
LAB-444,Mujer,46,Técnico,Casado/a,1,Valparaíso,Operaciones,Profesional,Híbrido,9,Honorarios,44,Medio,No,3.6,Intermedios,Rotativo,2,2,2,3,2,3,2,2,1,2,2,1,1,2,1,2,2,1,2.3333333333333335,1.6666666666666667,1.5,1.8333333333333333,3,3,3,4,3,3,2,3,2,3,4,4,4,2,2,3,3,3,3,2,2,3,2,3,3,2,3,4,3,3,4,4,3,2.4285714285714284,3.4285714285714284,2.9285714285714284,1,3,2,2,2,2,2,3,2,3,2,2.4,2.2
LAB-445,Hombre,36,Técnico,Conviviente,2,RM,RRHH,Operativo,Híbrido,1,Indefinido,59,Alto,Sí,3.4,Intermedios,Diurno,3,3,2,2,4,2,3,3,2,2,3,2,3,2,3,3,2,3,2.6666666666666665,2.5,2.6666666666666665,2.611111111111111,3,2,4,2,2,2,2,2,3,3,2,2,3,3,2,4,2.375,2.75,2.5625,3,2,3,3,2,2,3,4,4,3,2,3,3,3,2.5714285714285716,3.142857142857143,2.857142857142857,1,3,3,2,3,1,1,2,2,1,2.4,1.4,1.9
