id,sexo,edad,region_origen,primera_generacion_universitaria,carrera,ano_carrera,promedio_acumulado,creditos_semestre,trabaja,horas_trabajo_semana,tipo_beca,vive_con_familia,distancia_universidad,uso_apoyo_psicologico,satisfaccion_carrera,horas_estudio_semana,actividades_extracurriculares,ere_i01,ere_i02,ere_i03,ere_i04,ere_i05,ere_i06,ere_i07,ere_i08,ere_i09,ere_i10,ere_i11,ere_i12,ere_i13,ere_i14,ere_i15,ere_i16,ere_reevaluacion,ere_supresion,ere_total,eag_i01,eag_i02,eag_i03,eag_i04,eag_i05,eag_i06,eag_i07,eag_i08,eag_i09,eag_i10,eag_i11,eag_i12,eag_i13,eag_i14,eag_conductual,eag_cognitiva,eag_total,epa_i01,epa_i02,epa_i03,epa_i04,epa_i05,epa_i06,epa_i07,epa_i08,epa_i09,epa_i10,epa_i11,epa_i12,epa_postergacion_tareas,epa_postergacion_decisiones,epa_total,cbu_i01,cbu_i02,cbu_i03,cbu_i04,cbu_i05,cbu_i06,cbu_i07,cbu_i08,cbu_i09,cbu_i10,cbu_i11,cbu_i12,cbu_i13,cbu_i14,cbu_i15,cbu_i16,cbu_i17,cbu_i18,cbu_emocional,cbu_vinculacion,cbu_satisfaccion_vital,cbu_total
INV-390,Mujer,24,Región sur,No,Enfermería,2°,4.6,50,Sí,26,Otra beca,No,Local,No,4,8,Sí,2,2,1,2,1,2,2,3,3,3,3,2,3,3,4,2,1.875,2.875,2.375,2,3,2,3,3,1,3,4,4,3,3,4,4,2,2.4285714285714284,3.4285714285714284,2.9285714285714284,2,3,2,3,3,2,2,3,2,3,1,1,2.5,2,2.25,2,2,2,2,3,3,1,1,3,2,2,3,3,2,2,3,3,2,2.3333333333333335,2,2.5,2.2777777777777777
INV-391,Mujer,21,Región sur,No,Trabajo Social,2°,6.2,NA,No,0,Gratuidad,Sí,Local,Sí,3,14,No,1,2,3,3,2,3,2,3,2,1,1,2,2,2,1,4,2.375,1.875,2.125,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,1,1,2,2,1,1,1,3,1,3,2,1.5,1.8333333333333333,1.6666666666666667,3,4,3,2,4,3,4,3,2,3,3,3,2,2,3,2,2,4,3.1666666666666665,3,2.5,2.888888888888889
INV-392,Hombre,20,RM,Sí,Educación,2°,3.7,31,No,0,Sin beca,No,Desplazado/a,No,4,8,Sí,4,4,3,4,4,3,4,1,3,3,3,3,4,3,3,3,3.375,3.125,3.25,2,1,1,2,2,3,2,2,1,1,2,2,2,3,1.8571428571428572,1.8571428571428572,1.8571428571428572,3,3,3,3,3,3,2,2,1,2,2,2,3,1.8333333333333333,2.4166666666666665,2,3,3,2,3,2,1,1,2,3,2,3,3,2,2,2,3,3,2.5,2,2.5,2.3333333333333335
INV-393,Mujer,25,RM,Sí,Psicología,3°,6.2,27,No,0,Beca excelencia,Sí,Local,No,4,14,No,2,3,2,3,2,2,2,4,2,1,2,2,2,2,2,3,2.5,2,2.25,2,3,3,3,3,4,2,3,3,3,2,4,3,3,2.857142857142857,3,2.9285714285714284,2,1,2,1,2,2,2,1,2,2,1,1,1.6666666666666667,1.5,1.5833333333333333,3,3,3,2,3,2,3,2,2,2,2,2,2,2,4,3,3,3,2.6666666666666665,2.1666666666666665,2.8333333333333335,2.5555555555555554
INV-394,Mujer,21,Región norte,Sí,Enfermería,3°,NA,34,No,0,Beca excelencia,Sí,Local,No,4,33,No,3,3,2,2,3,4,3,4,3,3,2,3,3,2,3,2,3,2.625,2.8125,2,2,3,3,3,3,4,3,2,3,2,3,2,3,2.857142857142857,2.5714285714285716,2.7142857142857144,3,4,3,4,3,3,3,1,2,3,2,3,3.3333333333333335,2.3333333333333335,2.8333333333333335,2,2,3,3,2,2,3,3,3,4,2,3,2,3,3,2,2,2,2.3333333333333335,3,2.3333333333333335,2.5555555555555554
INV-395,Hombre,23,Región centro,No,Educación,3°,5.1,50,Sí,26,Beca excelencia,No,Desplazado/a,No,3,16,Sí,3,3,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2.375,2.25,2.3125,3,3,3,3,3,3,4,3,3,4,2,3,3,3,3.142857142857143,3,3.0714285714285716,3,3,3,3,2,2,2,2,2,3,2,2,2.6666666666666665,2.1666666666666665,2.4166666666666665,2,3,3,2,3,3,2,3,3,2,2,1,3,3,3,3,2,2,2.6666666666666665,2.1666666666666665,2.6666666666666665,2.5
INV-396,Mujer,20,RM,Sí,Trabajo Social,4°,3.7,20,Sí,18,Gratuidad,No,Local,No,2,2,Sí,2,3,2,3,3,2,2,2,3,4,3,3,3,2,3,4,2.375,3.125,2.75,1,2,2,2,2,2,1,2,2,2,3,3,2,2,1.7142857142857142,2.2857142857142856,2,2,1,1,2,1,1,1,1,1,2,1,2,1.3333333333333333,1.3333333333333333,1.3333333333333333,2,2,1,2,3,2,2,2,1,3,2,2,2,1,1,2,1,1,2,2,1.3333333333333333,1.7777777777777777
INV-397,Mujer,27,RM,No,Educación,1°,5.6,24,No,0,Sin beca,Sí,Local,No,NA,21,Sí,1,2,1,1,1,3,2,2,4,4,4,3,3,3,3,3,1.625,3.375,2.5,2,2,3,2,3,2,3,3,3,2,4,2,2,3,2.4285714285714284,2.7142857142857144,2.5714285714285716,4,3,3,3,3,3,2,3,4,3,3,3,3.1666666666666665,3,3.0833333333333335,3,2,2,3,2,3,3,2,3,3,2,2,2,2,3,2,3,2,2.5,2.5,2.3333333333333335,2.4444444444444446
INV-398,Mujer,23,RM,Sí,Trabajo Social,2°,4.2,30,Sí,27,Gratuidad,Sí,Desplazado/a,No,2,8,No,4,3,3,4,3,3,3,4,3,2,3,2,3,3,3,3,3.375,2.75,3.0625,3,1,2,2,2,2,3,2,3,2,2,3,2,4,2.142857142857143,2.5714285714285716,2.357142857142857,3,2,3,2,2,1,3,3,4,4,3,3,2.1666666666666665,3.3333333333333335,2.75,3,3,3,2,3,2,4,3,3,3,4,4,1,2,3,3,2,3,2.6666666666666665,3.5,2.3333333333333335,2.8333333333333335
INV-399,Hombre,21,Región centro,No,Psicología,2°,4.1,47,Sí,26,Sin beca,No,Local,No,3,5,No,2,2,2,3,3,2,3,2,3,3,4,3,2,3,4,2,2.375,3,2.6875,3,2,3,4,3,4,3,3,2,2,2,2,2,2,3.142857142857143,2.142857142857143,2.642857142857143,2,2,2,3,2,3,3,4,4,4,3,4,2.3333333333333335,3.6666666666666665,3,2,2,3,2,3,2,3,3,3,2,3,2,4,3,2,3,3,3,2.3333333333333335,2.6666666666666665,3,2.6666666666666665
INV-400,Mujer,22,Región centro,Sí,Otra,3°,3.9,29,No,0,Gratuidad,Sí,Desplazado/a,No,1,5,No,2,2,2,1,3,1,1,2,3,3,4,2,3,3,4,2,1.75,3,2.375,2,1,2,2,2,1,2,2,1,1,3,1,2,3,1.7142857142857142,1.8571428571428572,1.7857142857142858,3,3,2,2,1,2,3,3,3,3,3,2,2.1666666666666665,2.8333333333333335,2.5,1,1,1,1,1,1,1,1,2,3,2,2,1,2,2,2,3,2,1,1.8333333333333333,2,1.6111111111111112
INV-401,Mujer,23,Región centro,No,Trabajo Social,2°,5,NA,No,0,Sin beca,Sí,Local,No,2,24,No,2,1,2,1,1,2,1,2,3,2,4,3,3,4,4,2,1.5,3.125,2.3125,1,3,2,3,2,2,2,2,2,2,3,2,2,4,2.142857142857143,2.4285714285714284,2.2857142857142856,2,2,2,3,1,2,1,2,1,3,1,2,2,1.6666666666666667,1.8333333333333333,2,1,2,2,1,4,1,2,2,2,3,1,2,3,2,2,2,3,2,1.8333333333333333,2.3333333333333335,2.0555555555555554
INV-402,Mujer,26,Extranjero,Sí,Enfermería,4°,5,40,No,0,Sin beca,Sí,Desplazado/a,Sí,2,22,No,2,2,2,1,1,1,2,2,3,2,3,1,1,1,1,2,1.625,1.75,1.6875,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1.4285714285714286,1.7142857142857142,2,3,3,3,2,4,2,3,2,4,2,4,2.8333333333333335,2.8333333333333335,2.8333333333333335,4,2,2,2,3,2,3,2,3,2,2,3,2,3,3,2,2,3,2.5,2.5,2.5,2.5
INV-403,Hombre,22,RM,No,Otra,3°,6.3,25,No,0,Sin beca,No,Local,No,2,23,Sí,3,3,4,3,4,3,4,4,3,3,4,3,1,2,3,2,3.5,2.625,3.0625,3,3,3,4,4,2,2,3,4,3,3,3,4,4,3,3.4285714285714284,3.2142857142857144,1,2,2,2,3,2,3,2,1,1,1,2,2,1.6666666666666667,1.8333333333333333,3,2,2,4,2,2,4,3,3,3,3,2,2,4,3,3,2,3,2.5,3,2.8333333333333335,2.7777777777777777
INV-404,Hombre,18,Región sur,No,Enfermería,3°,4.5,39,No,0,Sin beca,Sí,Desplazado/a,No,2,3,No,2,1,2,1,1,2,4,2,3,4,3,3,3,2,2,3,1.875,2.875,2.375,3,3,3,4,3,2,1,2,3,3,2,1,3,1,2.7142857142857144,2.142857142857143,2.4285714285714284,3,3,1,3,2,2,3,3,2,2,3,2,2.3333333333333335,2.5,2.4166666666666665,4,4,3,4,4,4,3,4,4,4,4,3,3,3,3,2,2,2,3.8333333333333335,3.6666666666666665,2.5,3.3333333333333335
INV-405,Mujer,21,Región sur,No,Trabajo Social,3°,4.9,32,No,0,Gratuidad,No,Desplazado/a,No,3,12,No,2,2,2,2,2,2,2,3,2,2,1,1,1,2,1,2,2.125,1.5,1.8125,4,3,3,3,4,3,3,3,3,4,4,3,3,4,3.2857142857142856,3.4285714285714284,3.357142857142857,3,3,2,2,3,3,2,3,3,2,2,1,2.6666666666666665,2.1666666666666665,2.4166666666666665,2,3,2,2,2,4,3,3,2,1,2,2,3,2,3,3,2,4,2.5,2.1666666666666665,2.8333333333333335,2.5
INV-406,Hombre,22,Región centro,No,Educación,3°,5.8,50,No,0,Gratuidad,No,Local,Sí,3,37,No,4,4,4,4,3,4,4,3,2,2,2,3,1,2,3,2,3.75,2.125,2.9375,3,2,3,4,4,3,3,3,3,4,4,4,3,4,3.142857142857143,3.5714285714285716,3.357142857142857,1,1,1,1,1,1,3,1,2,2,2,1,1,1.8333333333333333,1.4166666666666667,3,3,3,3,3,3,3,2,2,2,3,2,3,4,3,4,4,4,3,2.3333333333333335,3.6666666666666665,3
INV-407,Hombre,20,Región norte,No,Trabajo Social,4°,5.2,45,No,0,Gratuidad,No,Local,No,4,21,Sí,4,4,3,3,3,4,4,3,2,2,3,2,2,3,3,3,3.5,2.5,3,3,3,2,3,3,3,4,4,4,3,2,4,4,3,3,3.4285714285714284,3.2142857142857144,1,1,1,2,2,2,1,1,1,2,2,3,1.5,1.6666666666666667,1.5833333333333333,2,3,2,2,2,1,3,4,4,3,4,2,2,3,2,4,3,2,2,3.3333333333333335,2.6666666666666665,2.6666666666666665
INV-408,Otro,21,RM,Sí,Otra,1°,5.9,26,No,0,Sin beca,No,Local,No,4,5,Sí,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1.5,1.125,1.3125,3,4,2,4,3,4,2,1,3,3,2,1,2,3,3.142857142857143,2.142857142857143,2.642857142857143,2,1,2,2,3,3,2,3,3,3,3,2,2.1666666666666665,2.6666666666666665,2.4166666666666665,3,3,3,3,2,4,4,4,2,2,3,2,4,4,4,4,4,4,3,2.8333333333333335,4,3.2777777777777777
INV-409,Hombre,20,Región centro,Sí,Educación,3°,5.6,43,Sí,10,Gratuidad,Sí,Local,No,3,13,Sí,2,3,3,1,2,2,2,1,3,4,3,2,2,2,1,2,2,2.375,2.1875,2,3,2,1,2,4,3,3,2,3,3,3,3,2,2.4285714285714284,2.7142857142857144,2.5714285714285716,2,4,2,3,3,3,2,2,1,2,3,2,2.8333333333333335,2,2.4166666666666665,3,3,3,3,2,3,4,3,4,4,2,4,3,3,3,3,4,4,2.8333333333333335,3.5,3.3333333333333335,3.2222222222222223
INV-410,Hombre,22,RM,Sí,Psicología,1°,4.3,25,No,0,Beca excelencia,No,Desplazado/a,No,4,31,No,3,2,3,4,2,3,3,3,2,2,1,2,2,2,1,2,2.875,1.75,2.3125,2,4,3,2,3,2,3,3,3,3,4,2,4,4,2.7142857142857144,3.2857142857142856,3,3,3,4,2,3,3,3,3,2,2,2,3,3,2.5,2.75,3,3,3,3,2,3,3,2,4,3,3,2,3,2,4,3,2,4,2.8333333333333335,2.8333333333333335,3,2.888888888888889
INV-411,Hombre,22,Región sur,No,Educación,2°,5.5,35,Sí,8,Beca excelencia,No,Local,No,2,NA,No,4,3,4,3,2,2,3,3,1,1,1,1,1,2,1,1,3,1.125,2.0625,1,2,2,2,1,2,1,2,2,2,2,2,2,3,1.5714285714285714,2.142857142857143,1.8571428571428572,3,3,3,2,3,2,4,3,3,4,2,3,2.6666666666666665,3.1666666666666665,2.9166666666666665,2,3,1,3,2,3,3,2,3,3,4,2,2,2,3,2,2,4,2.3333333333333335,2.8333333333333335,2.5,2.5555555555555554
INV-412,Mujer,18,RM,No,Trabajo Social,3°,6.6,53,No,0,Sin beca,Sí,Local,No,4,20,No,2,3,1,2,2,2,3,3,1,2,2,1,2,2,2,2,2.25,1.75,2,3,3,2,2,2,3,3,2,1,2,3,2,3,3,2.5714285714285716,2.2857142857142856,2.4285714285714284,4,3,3,4,3,2,4,3,3,3,2,3,3.1666666666666665,3,3.0833333333333335,1,3,3,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,2,2.6666666666666665,3,2.5555555555555554
INV-413,Mujer,22,RM,No,Trabajo Social,4°,4.6,54,No,0,Otra beca,No,Desplazado/a,No,3,10,No,2,3,2,3,3,2,3,2,3,1,3,3,2,2,3,3,2.5,2.5,2.5,2,2,1,2,1,2,2,3,4,3,3,3,3,3,1.7142857142857142,3.142857142857143,2.4285714285714284,2,2,1,2,3,3,3,3,2,3,3,2,2.1666666666666665,2.6666666666666665,2.4166666666666665,2,2,3,3,2,3,2,2,3,3,2,3,2,3,2,2,3,2,2.5,2.5,2.3333333333333335,2.4444444444444446
INV-414,Mujer,24,RM,Sí,Enfermería,1°,5.6,48,No,0,Gratuidad,Sí,Local,No,4,22,Sí,3,2,3,2,3,3,3,2,3,3,2,3,3,3,3,3,2.625,2.875,2.75,4,3,4,3,4,4,4,2,4,3,2,3,3,2,3.7142857142857144,2.7142857142857144,3.2142857142857144,4,4,4,3,4,4,2,2,2,3,2,3,3.8333333333333335,2.3333333333333335,3.0833333333333335,4,4,4,3,4,3,4,4,3,3,3,3,3,4,3,4,2,3,3.6666666666666665,3.3333333333333335,3.1666666666666665,3.388888888888889
INV-415,Hombre,22,RM,Sí,Educación,2°,4.3,54,Sí,26,Otra beca,No,Local,No,1,20,Sí,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1.5,1,1.25,3,3,3,2,4,2,3,3,2,3,4,3,3,3,2.857142857142857,3,2.9285714285714284,2,3,3,3,2,4,4,3,4,2,3,3,2.8333333333333335,3.1666666666666665,3,3,3,2,2,1,4,2,2,1,2,1,3,2,3,3,2,3,2,2.5,1.8333333333333333,2.5,2.2777777777777777
INV-416,Hombre,21,Región centro,Sí,Psicología,5°,5.8,51,No,0,Otra beca,Sí,Local,No,3,NA,Sí,2,2,3,3,2,3,3,4,1,1,1,1,1,1,1,1,2.75,1,1.875,4,3,3,4,3,3,3,2,2,3,2,2,4,2,3.2857142857142856,2.4285714285714284,2.857142857142857,3,2,2,3,3,1,2,2,3,2,3,2,2.3333333333333335,2.3333333333333335,2.3333333333333335,4,4,4,4,3,3,3,4,3,4,3,3,3,3,4,3,4,3,3.6666666666666665,3.3333333333333335,3.3333333333333335,3.4444444444444446
INV-417,Hombre,21,Región sur,No,Trabajo Social,3°,6.4,43,No,0,Gratuidad,Sí,Local,No,5,37,Sí,3,3,1,3,3,3,3,1,4,4,4,3,3,2,2,1,2.5,2.875,2.6875,4,3,2,4,2,3,4,3,3,4,3,4,3,3,3.142857142857143,3.2857142857142856,3.2142857142857144,3,1,2,3,1,3,2,2,1,1,1,1,2.1666666666666665,1.3333333333333333,1.75,3,3,4,3,3,4,3,3,2,4,3,4,3,3,2,2,3,2,3.3333333333333335,3.1666666666666665,2.5,3
INV-418,Hombre,19,Región sur,No,Psicología,5°,6.6,41,No,0,Gratuidad,Sí,Desplazado/a,No,4,27,No,3,3,3,2,1,2,2,2,2,2,3,3,3,3,3,2,2.25,2.625,2.4375,3,3,3,3,3,4,3,4,3,2,4,3,4,3,3.142857142857143,3.2857142857142856,3.2142857142857144,2,1,3,4,2,1,3,2,2,2,3,2,2.1666666666666665,2.3333333333333335,2.25,2,4,4,3,3,4,4,4,4,4,3,2,4,2,4,3,4,3,3.3333333333333335,3.5,3.3333333333333335,3.388888888888889
INV-419,Mujer,26,RM,Sí,Otra,5°,3.9,25,No,0,Gratuidad,No,Desplazado/a,No,2,29,No,1,2,1,1,1,2,3,1,4,4,4,4,2,4,4,4,1.5,3.75,2.625,3,2,2,3,2,3,1,2,3,3,3,2,2,3,2.2857142857142856,2.5714285714285716,2.4285714285714284,3,4,3,4,3,3,2,2,2,2,2,2,3.3333333333333335,2,2.6666666666666665,2,1,1,1,2,2,2,2,2,2,3,2,3,3,2,2,3,4,1.5,2.1666666666666665,2.8333333333333335,2.1666666666666665
INV-420,Hombre,19,RM,No,Enfermería,1°,4.3,40,No,0,Gratuidad,No,Desplazado/a,No,2,NA,No,2,3,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1.5,1.25,1.375,2,2,3,2,2,1,2,3,2,2,2,3,3,3,2,2.5714285714285716,2.2857142857142856,4,4,4,4,3,4,4,3,4,3,4,4,3.8333333333333335,3.6666666666666665,3.75,1,2,1,2,2,2,3,1,3,2,2,3,1,2,2,2,2,2,1.6666666666666667,2.3333333333333335,1.8333333333333333,1.9444444444444444
INV-421,Hombre,17,RM,No,Psicología,5°,4.8,36,Sí,20,Gratuidad,No,Desplazado/a,Sí,3,22,Sí,3,3,2,2,4,2,3,2,2,1,3,1,1,1,2,4,2.625,1.875,2.25,3,3,4,2,4,3,4,3,4,4,4,2,3,1,3.2857142857142856,3,3.142857142857143,4,2,3,3,3,2,2,3,3,3,3,2,2.8333333333333335,2.6666666666666665,2.75,4,4,4,4,3,4,3,2,3,3,2,2,3,3,4,4,3,3,3.8333333333333335,2.5,3.3333333333333335,3.2222222222222223
INV-422,Mujer,23,Región centro,No,Trabajo Social,1°,5.3,43,Sí,20,Gratuidad,No,Local,No,3,20,Sí,4,3,2,4,3,3,3,4,1,1,3,1,2,1,1,3,3.25,1.625,2.4375,4,4,3,4,4,2,3,3,3,4,3,2,4,3,3.4285714285714284,3.142857142857143,3.2857142857142856,2,2,1,3,3,2,1,4,2,3,2,2,2.1666666666666665,2.3333333333333335,2.25,2,4,2,2,2,2,2,2,3,1,3,3,1,2,2,2,2,2,2.3333333333333335,2.3333333333333335,1.8333333333333333,2.1666666666666665
INV-423,Hombre,21,RM,No,Trabajo Social,1°,6.4,34,No,0,Beca excelencia,Sí,Desplazado/a,No,NA,36,Sí,4,3,2,3,2,3,3,3,3,3,2,3,2,2,3,3,2.875,2.625,2.75,2,2,2,3,3,3,2,4,3,4,4,3,3,3,2.4285714285714284,3.4285714285714284,2.9285714285714284,2,1,1,3,1,2,1,1,1,1,1,1,1.6666666666666667,1,1.3333333333333333,3,3,4,3,2,3,3,3,2,2,4,2,4,2,2,3,2,2,3,2.6666666666666665,2.5,2.7222222222222223
INV-424,Otro,17,RM,Sí,Psicología,3°,3.4,47,No,0,Gratuidad,No,Local,No,2,17,Sí,3,3,3,3,3,3,3,2,3,2,2,1,1,3,2,3,2.875,2.125,2.5,2,3,2,2,3,3,2,3,3,3,3,3,3,3,2.4285714285714284,3,2.7142857142857144,3,2,2,2,3,2,4,1,3,2,2,2,2.3333333333333335,2.3333333333333335,2.3333333333333335,2,1,1,2,2,2,2,2,3,1,3,2,2,2,1,2,3,2,1.6666666666666667,2.1666666666666665,2,1.9444444444444444
INV-425,Mujer,21,RM,No,Psicología,5°,6,36,No,0,Sin beca,Sí,Desplazado/a,No,4,37,Sí,3,3,3,4,2,3,4,3,2,3,1,3,2,2,2,1,3.125,2,2.5625,4,4,4,3,3,4,3,3,4,3,3,4,2,3,3.5714285714285716,3.142857142857143,3.357142857142857,1,1,1,1,1,1,3,2,1,2,2,3,1,2.1666666666666665,1.5833333333333333,4,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3.6666666666666665,3.8333333333333335,3.8333333333333335,3.7777777777777777
INV-426,Mujer,19,Región centro,No,Psicología,1°,5.3,43,No,0,Gratuidad,Sí,Local,Sí,3,25,Sí,2,2,3,4,3,4,4,3,3,2,3,2,1,2,2,3,3.125,2.25,2.6875,2,2,2,4,4,2,3,2,4,4,4,4,3,2,2.7142857142857144,3.2857142857142856,3,2,2,2,3,3,3,3,4,2,2,1,3,2.5,2.5,2.5,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,2,2.8333333333333335,3,1.8333333333333333,2.5555555555555554
INV-427,Hombre,21,Región sur,Sí,Psicología,2°,4.9,36,No,0,Beca excelencia,Sí,Desplazado/a,No,2,22,No,3,1,2,2,2,3,2,4,1,1,1,2,2,1,1,3,2.375,1.5,1.9375,4,3,4,3,3,3,3,3,3,3,4,4,4,4,3.2857142857142856,3.5714285714285716,3.4285714285714284,1,3,2,3,2,4,3,3,3,2,3,4,2.5,3,2.75,3,3,4,4,2,4,3,2,2,2,3,3,3,2,2,3,3,2,3.3333333333333335,2.5,2.5,2.7777777777777777
INV-428,Mujer,24,RM,No,Otra,4°,5.5,39,No,0,Sin beca,No,Local,Sí,4,39,No,1,4,3,3,3,3,3,2,2,4,3,2,2,1,3,1,2.75,2.25,2.5,4,3,3,3,3,4,3,4,3,4,4,3,4,3,3.2857142857142856,3.5714285714285716,3.4285714285714284,2,2,2,1,2,3,1,1,1,1,1,1,2,1,1.5,3,2,3,3,2,2,3,2,4,3,2,1,2,2,2,2,2,2,2.5,2.5,2,2.3333333333333335
INV-429,Mujer,22,RM,Sí,Enfermería,1°,NA,38,No,0,Gratuidad,Sí,Desplazado/a,Sí,4,28,No,3,4,4,4,3,3,3,2,2,2,3,1,2,2,2,1,3.25,1.875,2.5625,2,2,2,2,2,2,3,3,4,3,3,4,3,2,2.142857142857143,3.142857142857143,2.642857142857143,3,3,4,3,3,2,2,3,3,3,3,2,3,2.6666666666666665,2.8333333333333335,3,4,4,4,4,3,3,3,2,2,3,1,3,2,3,2,1,3,3.6666666666666665,2.3333333333333335,2.3333333333333335,2.7777777777777777
INV-430,Hombre,17,RM,Sí,Trabajo Social,5°,5.8,41,No,0,Gratuidad,Sí,Desplazado/a,No,5,31,No,3,2,3,3,3,2,2,2,1,1,2,1,2,2,1,3,2.5,1.625,2.0625,3,2,2,3,4,3,3,4,4,4,4,4,3,2,2.857142857142857,3.5714285714285716,3.2142857142857144,2,2,2,3,2,2,2,2,3,1,2,1,2.1666666666666665,1.8333333333333333,2,4,3,3,3,2,3,4,4,3,3,3,3,3,4,3,4,3,4,3,3.3333333333333335,3.5,3.2777777777777777
INV-431,Hombre,23,RM,Sí,Educación,2°,6.5,47,No,0,Otra beca,No,Local,No,4,38,No,4,4,4,3,4,4,4,3,2,2,1,2,1,1,2,1,3.75,1.5,2.625,4,3,4,3,4,4,3,3,4,3,3,4,3,3,3.5714285714285716,3.2857142857142856,3.4285714285714284,2,1,2,2,2,3,2,1,2,1,2,2,2,1.6666666666666667,1.8333333333333333,3,4,2,3,2,3,3,3,4,3,4,2,4,3,2,4,4,3,2.8333333333333335,3.1666666666666665,3.3333333333333335,3.111111111111111
INV-432,Mujer,21,Región centro,Sí,Psicología,4°,4.4,50,No,0,Sin beca,No,Local,No,1,17,No,2,3,3,4,3,3,2,3,3,3,4,3,2,4,3,3,2.875,3.125,3,2,2,3,3,2,2,2,2,2,3,3,2,4,2,2.2857142857142856,2.5714285714285716,2.4285714285714284,4,4,3,3,4,3,3,3,3,3,4,3,3.5,3.1666666666666665,3.3333333333333335,2,1,2,1,2,3,2,2,3,1,2,3,2,2,1,1,2,2,1.8333333333333333,2.1666666666666665,1.6666666666666667,1.8888888888888888
INV-433,Mujer,23,Extranjero,No,Enfermería,2°,3.8,34,No,0,Otra beca,No,Local,No,1,13,No,1,1,1,1,1,3,1,2,2,2,2,2,3,2,3,1,1.375,2.125,1.75,1,2,3,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,4,3,3,3,2,3,2,1,2,3,3,2.8333333333333335,2.3333333333333335,2.5833333333333335,2,2,1,1,2,1,3,3,4,3,3,3,2,3,3,3,2,2,1.5,3.1666666666666665,2.5,2.388888888888889
INV-434,Hombre,19,RM,No,Educación,1°,3.7,54,No,0,Otra beca,Sí,Desplazado/a,No,3,17,Sí,4,3,3,3,2,2,3,2,3,1,3,1,2,2,2,2,2.75,2,2.375,2,2,4,2,4,4,4,2,3,1,3,3,2,3,3.142857142857143,2.4285714285714284,2.7857142857142856,3,3,3,3,2,2,2,3,3,2,2,2,2.6666666666666665,2.3333333333333335,2.5,2,2,1,2,2,3,4,2,3,3,3,3,2,2,3,2,3,2,2,3,2.3333333333333335,2.4444444444444446
INV-435,Mujer,20,RM,Sí,Otra,1°,5.5,54,No,0,Sin beca,Sí,Local,No,3,23,Sí,3,2,2,2,2,2,2,2,1,3,1,3,2,1,3,3,2.125,2.125,2.125,2,2,2,2,2,3,3,4,3,3,3,3,4,3,2.2857142857142856,3.2857142857142856,2.7857142857142856,2,2,2,2,3,2,2,2,1,2,2,3,2.1666666666666665,2,2.0833333333333335,2,3,2,2,2,3,2,3,3,2,3,2,3,4,3,3,4,3,2.3333333333333335,2.5,3.3333333333333335,2.7222222222222223
INV-436,Otro,20,Región norte,No,Otra,1°,5.1,41,Sí,19,Beca excelencia,Sí,Local,No,3,6,No,3,3,2,3,2,2,3,3,3,3,4,4,2,3,2,2,2.625,2.875,2.75,4,3,2,4,3,3,3,4,3,2,3,4,2,3,3.142857142857143,3,3.0714285714285716,2,3,2,2,3,3,3,2,3,4,3,2,2.5,2.8333333333333335,2.6666666666666665,3,3,3,3,3,4,2,4,3,4,2,3,3,3,3,4,3,2,3.1666666666666665,3,3,3.0555555555555554
INV-437,Hombre,19,RM,No,Educación,1°,4.1,50,No,0,Sin beca,No,Desplazado/a,No,2,15,Sí,3,2,2,3,3,2,3,2,3,3,1,2,1,3,1,2,2.5,2,2.25,3,2,1,2,1,2,2,3,4,2,3,3,1,3,1.8571428571428572,2.7142857142857144,2.2857142857142856,3,3,3,3,3,1,4,2,3,4,4,3,2.6666666666666665,3.3333333333333335,3,4,3,4,4,4,3,4,3,4,3,3,3,3,4,3,3,4,4,3.6666666666666665,3.3333333333333335,3.5,3.5
INV-438,Mujer,20,Región norte,Sí,Educación,2°,4.5,46,No,0,Gratuidad,Sí,Local,No,5,16,Sí,4,4,4,3,3,3,4,2,4,4,3,2,3,3,2,2,3.375,2.875,3.125,2,2,2,3,2,3,3,3,4,2,2,3,2,4,2.4285714285714284,2.857142857142857,2.642857142857143,3,1,3,2,1,4,3,3,2,1,2,2,2.3333333333333335,2.1666666666666665,2.25,1,3,2,2,2,3,4,3,4,4,3,2,3,2,2,2,1,2,2.1666666666666665,3.3333333333333335,2,2.5
INV-439,Mujer,22,RM,No,Psicología,3°,6.1,60,Sí,15,Otra beca,Sí,Local,No,3,14,No,2,3,3,3,2,3,3,4,3,2,2,2,3,2,1,2,2.875,2.125,2.5,4,4,3,4,3,2,3,4,4,3,4,3,4,4,3.2857142857142856,3.7142857142857144,3.5,3,2,1,3,2,3,2,2,2,2,2,3,2.3333333333333335,2.1666666666666665,2.25,1,2,3,1,2,2,2,2,2,4,3,4,3,3,3,3,2,3,1.8333333333333333,2.8333333333333335,2.8333333333333335,2.5
