id,sexo,edad,nivel_educacional,estado_civil,n_hijos,region,tipo_organizacion,anos_residencia,tipo_zona,nivel_ses,acceso_servicios_basicos,victima_delito_anio,confianza_carabineros,confianza_municipio,anos_en_organizacion,cargo_directivo,actividad_laboral,migrante,acceso_areas_verdes,esc_i01,esc_i02,esc_i03,esc_i04,esc_i05,esc_i06,esc_i07,esc_i08,esc_i09,esc_i10,esc_i11,esc_i12,esc_i13,esc_i14,esc_i15,esc_i16,esc_pertenencia,esc_influencia,esc_total,ecs_i01,ecs_i02,ecs_i03,ecs_i04,ecs_i05,ecs_i06,ecs_i07,ecs_i08,ecs_i09,ecs_i10,ecs_i11,ecs_i12,ecs_i13,ecs_i14,ecs_i15,ecs_i16,ecs_i17,ecs_i18,ecs_redes_apoyo,ecs_confianza,ecs_normas_reciprocidad,ecs_total,ebc_i01,ebc_i02,ebc_i03,ebc_i04,ebc_i05,ebc_i06,ebc_i07,ebc_i08,ebc_i09,ebc_i10,ebc_i11,ebc_i12,ebc_i13,ebc_i14,ebc_satisfaccion_barrio,ebc_cohesion,ebc_total,cps_i01,cps_i02,cps_i03,cps_i04,cps_i05,cps_i06,cps_i07,cps_i08,cps_i09,cps_i10,cps_i11,cps_i12,cps_formal,cps_informal,cps_total
SC-401,Hombre,46,Técnico,Separado/a,4,RM,Voluntariado,4,Urbano,Medio,Sí,No,3,3,2,No,Jubilado/a,No,Sí,3,3,2,2,2,2,2,3,1,1,2,2,2,2,2,2,2.375,1.75,2.0625,2,4,2,4,3,2,2,2,2,3,2,2,3,4,2,2,3,2,2.8333333333333335,2.1666666666666665,2.6666666666666665,2.5555555555555554,4,3,3,2,3,2,2,2,2,2,1,2,3,2,2.7142857142857144,2,2.357142857142857,2,3,2,2,2,4,1,1,3,4,3,3,2.5,2.5,2.5
SC-402,Mujer,36,Básica,Soltero/a,0,Valparaíso,Junta vecinos,13,Rural,Medio,Sí,No,2,4,5,No,Empleado/a,No,Sí,3,3,4,3,3,2,4,2,4,4,4,4,4,3,4,3,3,3.75,3.375,4,4,3,3,2,3,2,4,4,4,4,3,3,2,3,4,3,2,3.1666666666666665,3.5,2.8333333333333335,3.1666666666666665,2,3,3,4,3,3,4,3,3,3,4,4,3,2,3.142857142857143,3.142857142857143,3.142857142857143,2,2,1,2,2,1,2,4,3,2,1,1,1.6666666666666667,2.1666666666666665,1.9166666666666667
SC-403,Mujer,40,Media,Casado/a,1,RM,Cooperativa,47,Urbano,Alto,No,Sí,3,4,3,Sí,Jubilado/a,Sí,Sí,2,2,2,3,1,2,2,2,2,1,1,1,1,3,2,2,2,1.625,1.8125,3,4,3,3,2,3,2,2,1,2,2,1,4,3,3,2,3,4,3,1.6666666666666667,3.1666666666666665,2.611111111111111,3,2,2,3,3,2,2,2,2,2,2,2,1,1,2.4285714285714284,1.7142857142857142,2.0714285714285716,2,3,2,2,1,3,2,3,3,2,1,2,2.1666666666666665,2.1666666666666665,2.1666666666666665
SC-404,Mujer,45,Postgrado,Soltero/a,6,Otra,Junta vecinos,33,Semi-rural,Medio,Sí,Sí,5,2,32,No,Empleado/a,No,No,4,4,2,3,3,2,2,3,3,3,3,3,4,2,3,3,2.875,3,2.9375,4,3,4,3,3,4,3,2,4,3,2,3,3,3,2,3,2,4,3.5,2.8333333333333335,2.8333333333333335,3.0555555555555554,3,2,3,2,2,2,3,3,2,3,2,2,2,3,2.4285714285714284,2.4285714285714284,2.4285714285714284,3,3,2,2,3,2,1,3,2,2,2,2,2.5,2,2.25
SC-405,Mujer,41,Básica,Casado/a,0,Valparaíso,Org. social,1,Urbano,Bajo,No,No,NA,4,5,No,Jubilado/a,No,No,4,3,3,3,2,3,3,4,1,3,1,3,2,1,1,2,3.125,1.75,2.4375,2,2,2,3,2,3,2,2,3,2,2,2,4,3,4,4,4,4,2.3333333333333335,2.1666666666666665,3.8333333333333335,2.7777777777777777,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2.2857142857142856,1.8571428571428572,2.0714285714285716,4,2,3,2,2,3,3,2,2,2,4,1,2.6666666666666665,2.3333333333333335,2.5
SC-406,Hombre,55,Media,Casado/a,2,RM,Cooperativa,16,Rural,Medio,Sí,No,3,3,21,Sí,Desempleado/a,No,Sí,2,3,4,2,3,3,2,2,1,3,2,2,2,2,2,3,2.625,2.125,2.375,3,3,3,2,2,3,3,3,3,3,3,4,3,3,4,3,3,2,2.6666666666666665,3.1666666666666665,3,2.9444444444444446,2,3,2,3,3,3,3,2,3,2,3,2,3,3,2.7142857142857144,2.5714285714285716,2.642857142857143,4,3,3,4,4,4,3,3,2,2,3,3,3.6666666666666665,2.6666666666666665,3.1666666666666665
SC-407,Mujer,57,Media,Soltero/a,3,RM,Club deportivo,34,Rural,Medio,No,Sí,2,2,12,Sí,Labores hogar,No,No,2,2,4,2,2,3,2,3,3,3,2,3,3,2,2,3,2.5,2.625,2.5625,3,3,2,2,2,2,3,2,2,2,4,2,2,1,2,3,3,2,2.3333333333333335,2.5,2.1666666666666665,2.3333333333333335,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2.5714285714285716,2.2857142857142856,3,3,2,3,2,4,2,2,3,3,2,2,2.8333333333333335,2.3333333333333335,2.5833333333333335
SC-408,Hombre,31,Media,Separado/a,1,RM,Junta vecinos,8,Urbano,Medio,No,No,2,2,1,No,Desempleado/a,No,Sí,3,3,2,3,4,2,4,2,1,2,2,2,2,2,3,3,2.875,2.125,2.5,2,2,2,2,3,3,2,1,1,3,1,1,3,2,3,2,3,3,2.3333333333333335,1.5,2.6666666666666665,2.1666666666666665,3,3,3,2,3,2,3,2,2,3,3,3,4,2,2.7142857142857144,2.7142857142857144,2.7142857142857144,3,1,2,1,2,3,4,3,3,3,3,2,2,3,2.5
SC-409,Hombre,44,Técnico,Conviviente,3,Valparaíso,Cooperativa,7,Semi-rural,Medio,Sí,No,4,4,3,Sí,Empleado/a,No,No,3,2,3,3,2,3,2,3,4,4,3,3,3,4,4,2,2.625,3.375,3,3,2,3,3,2,2,3,2,4,3,3,3,1,2,1,2,2,3,2.5,3,1.8333333333333333,2.4444444444444446,2,3,2,2,4,3,3,2,2,2,2,3,2,3,2.7142857142857144,2.2857142857142856,2.5,3,2,3,3,4,3,2,1,2,1,2,3,3,1.8333333333333333,2.4166666666666665
SC-410,Mujer,43,Universitario,Casado/a,3,RM,Club deportivo,21,Semi-rural,Bajo,Sí,No,4,4,3,Sí,Empleado/a,No,No,4,3,3,3,2,2,2,4,3,2,3,3,2,2,2,2,2.875,2.375,2.625,2,2,2,3,2,3,3,3,2,3,3,3,4,4,4,4,4,4,2.3333333333333335,2.8333333333333335,4,3.0555555555555554,3,3,4,3,3,3,4,4,3,4,3,3,3,4,3.2857142857142856,3.4285714285714284,3.357142857142857,3,4,4,4,4,3,2,4,3,3,3,2,3.6666666666666665,2.8333333333333335,3.25
SC-411,Mujer,40,Técnico,Casado/a,3,Valparaíso,Voluntariado,2,Urbano,Bajo,Sí,Sí,4,2,11,Sí,Labores hogar,No,No,3,3,3,2,2,2,2,1,3,4,3,3,2,4,3,3,2.25,3.125,2.6875,3,2,3,2,3,2,4,3,2,3,3,3,2,3,4,3,3,3,2.5,3,3,2.8333333333333335,4,3,4,3,4,4,4,4,4,4,4,4,4,3,3.7142857142857144,3.857142857142857,3.7857142857142856,3,4,3,3,4,3,1,2,3,2,3,2,3.3333333333333335,2.1666666666666665,2.75
SC-412,Hombre,25,Técnico,Casado/a,3,Maule,Junta vecinos,25,Urbano,Bajo,Sí,No,2,3,1,No,Independiente,No,No,1,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1.625,1.625,1.625,3,3,4,4,3,3,3,3,2,2,2,3,2,3,3,3,2,2,3.3333333333333335,2.5,2.5,2.7777777777777777,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2.4285714285714284,2.2142857142857144,1,1,1,2,2,1,1,1,1,1,1,1,1.3333333333333333,1,1.1666666666666667
SC-413,Mujer,51,Básica,Viudo/a,4,Valparaíso,Cooperativa,26,Rural,Bajo,No,No,3,3,9,No,Labores hogar,No,No,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,2,3.875,3.625,3.75,4,3,4,4,2,4,4,4,3,4,4,3,2,2,2,3,2,2,3.5,3.6666666666666665,2.1666666666666665,3.111111111111111,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3.857142857142857,3.9285714285714284,4,3,2,3,3,4,3,4,3,3,4,3,3.1666666666666665,3.3333333333333335,3.25
SC-414,Mujer,64,Media,Separado/a,3,O'Higgins,Voluntariado,43,Semi-rural,Bajo,No,No,3,3,6,No,Desempleado/a,Sí,No,3,2,4,2,3,3,3,1,1,2,1,2,3,2,2,2,2.625,1.875,2.25,2,4,3,2,2,4,3,3,2,3,3,2,2,2,2,1,3,3,2.8333333333333335,2.6666666666666665,2.1666666666666665,2.5555555555555554,3,3,3,2,2,2,2,1,1,1,1,1,1,1,2.4285714285714284,1,1.7142857142857142,4,4,4,3,2,2,2,3,3,3,3,4,3.1666666666666665,3,3.0833333333333335
SC-415,Mujer,52,Media,Soltero/a,5,RM,Junta vecinos,6,Urbano,Alto,Sí,No,3,4,3,No,Labores hogar,No,Sí,4,1,2,4,3,3,3,2,3,2,3,3,4,2,3,2,2.75,2.75,2.75,3,4,3,3,2,2,3,3,2,2,3,1,4,2,2,3,2,2,2.8333333333333335,2.3333333333333335,2.5,2.5555555555555554,4,3,4,3,3,3,2,4,4,4,2,3,4,2,3.142857142857143,3.2857142857142856,3.2142857142857144,3,4,4,3,3,3,4,4,4,4,4,4,3.3333333333333335,4,3.6666666666666665
SC-416,Mujer,42,Universitario,Casado/a,3,RM,Club deportivo,11,Urbano,Medio,Sí,No,3,4,3,No,Empleado/a,No,Sí,2,3,4,4,4,4,4,2,3,3,4,4,3,3,4,2,3.375,3.25,3.3125,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,4,2,3.8333333333333335,3.3333333333333335,3,3.388888888888889,4,4,4,3,3,3,4,3,3,2,2,4,3,3,3.5714285714285716,2.857142857142857,3.2142857142857144,3,3,2,2,3,2,3,2,1,2,2,3,2.5,2.1666666666666665,2.3333333333333335
SC-417,Mujer,60,Media,Conviviente,2,Maule,Junta vecinos,11,Semi-rural,Bajo,Sí,No,5,NA,5,No,Independiente,No,Sí,4,4,4,3,3,4,4,4,2,3,4,3,4,3,2,4,3.75,3.125,3.4375,2,3,2,2,3,1,3,4,2,2,2,2,2,2,3,4,4,2,2.1666666666666665,2.5,2.8333333333333335,2.5,2,4,4,3,3,3,3,3,4,3,3,4,2,2,3.142857142857143,3,3.0714285714285716,3,2,4,3,3,3,2,2,2,2,2,2,3,2,2.5
SC-418,Mujer,50,Básica,Separado/a,5,Otra,Club deportivo,16,Rural,Bajo,Sí,Sí,4,4,5,No,Jubilado/a,No,No,3,4,3,4,3,3,3,3,4,3,3,4,4,4,4,3,3.25,3.625,3.4375,4,3,2,4,4,3,4,3,3,3,4,3,4,2,3,3,3,3,3.3333333333333335,3.3333333333333335,3,3.2222222222222223,2,2,3,3,4,2,2,3,4,3,3,3,3,2,2.5714285714285716,3,2.7857142857142856,4,4,3,3,2,3,2,3,1,3,2,3,3.1666666666666665,2.3333333333333335,2.75
SC-419,Hombre,64,Media,Casado/a,6,O'Higgins,Club deportivo,6,Urbano,Alto,No,No,4,5,23,No,Desempleado/a,No,No,3,2,3,3,3,2,2,3,2,3,2,3,3,4,3,4,2.625,3,2.8125,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3,4,3.8333333333333335,3.5,3.7777777777777777,2,3,3,3,3,4,3,3,4,3,3,4,2,3,3,3.142857142857143,3.0714285714285716,3,3,3,3,3,2,3,4,4,4,3,3,2.8333333333333335,3.5,3.1666666666666665
SC-420,Mujer,41,Media,Separado/a,2,RM,Voluntariado,7,Urbano,Medio,No,No,2,2,1,Sí,Labores hogar,No,No,3,3,3,3,3,2,2,3,3,3,3,3,2,3,4,2,2.75,2.875,2.8125,2,2,3,2,3,3,2,2,4,3,3,2,3,3,2,3,3,3,2.5,2.6666666666666665,2.8333333333333335,2.6666666666666665,3,3,3,3,3,3,2,2,3,3,3,2,3,2,2.857142857142857,2.5714285714285716,2.7142857142857144,4,3,2,3,2,3,2,1,3,2,2,2,2.8333333333333335,2,2.4166666666666665
SC-421,Hombre,38,Técnico,Soltero/a,2,RM,Org. social,3,Rural,Alto,Sí,No,4,2,1,No,Labores hogar,No,Sí,3,2,2,2,2,1,3,2,2,3,3,2,2,2,2,1,2.125,2.125,2.125,3,2,3,3,3,2,3,4,3,3,3,3,3,3,4,3,2,3,2.6666666666666665,3.1666666666666665,3,2.9444444444444446,3,3,4,3,2,3,3,3,3,3,2,1,3,3,3,2.5714285714285716,2.7857142857142856,3,2,2,3,3,1,2,2,3,3,2,2,2.3333333333333335,2.3333333333333335,2.3333333333333335
SC-422,Hombre,27,Media,Separado/a,2,RM,Junta vecinos,7,Rural,Bajo,Sí,Sí,2,2,13,Sí,Jubilado/a,No,Sí,3,2,3,2,2,2,2,4,2,3,3,4,3,2,2,1,2.5,2.5,2.5,4,3,1,3,3,2,3,3,3,3,4,2,3,3,3,4,3,3,2.6666666666666665,3,3.1666666666666665,2.9444444444444446,1,1,2,1,2,1,1,2,3,2,2,3,2,3,1.2857142857142858,2.4285714285714284,1.8571428571428572,2,1,1,3,1,3,2,1,2,1,1,2,1.8333333333333333,1.5,1.6666666666666667
SC-423,Hombre,50,Universitario,Conviviente,3,RM,Junta vecinos,2,Urbano,Medio,Sí,No,5,2,1,No,Empleado/a,No,Sí,3,4,4,4,3,3,4,2,3,3,3,2,2,1,2,4,3.375,2.5,2.9375,4,3,4,3,3,3,3,2,2,3,3,3,3,4,4,3,2,4,3.3333333333333335,2.6666666666666665,3.3333333333333335,3.111111111111111,3,2,3,3,4,3,3,4,4,4,4,4,4,3,3,3.857142857142857,3.4285714285714284,3,2,3,3,2,3,3,3,3,4,3,4,2.6666666666666665,3.3333333333333335,3
SC-424,Hombre,41,Universitario,Conviviente,5,Maule,Cooperativa,1,Semi-rural,Medio,Sí,No,4,4,9,Sí,Empleado/a,No,Sí,2,4,3,3,3,2,3,3,2,2,2,3,2,3,2,4,2.875,2.5,2.6875,4,3,3,3,4,3,2,3,2,3,2,2,3,2,3,3,3,3,3.3333333333333335,2.3333333333333335,2.8333333333333335,2.8333333333333335,2,3,3,3,3,3,3,3,2,2,2,2,2,4,2.857142857142857,2.4285714285714284,2.642857142857143,3,4,4,3,4,2,3,4,3,3,4,4,3.3333333333333335,3.5,3.4166666666666665
SC-425,Mujer,52,Universitario,Casado/a,2,O'Higgins,Org. social,21,Urbano,Bajo,No,Sí,1,3,2,No,Independiente,No,Sí,3,2,4,4,3,4,3,2,3,3,2,3,3,3,2,3,3.125,2.75,2.9375,2,1,2,1,2,2,2,2,1,2,2,3,3,3,2,2,3,2,1.6666666666666667,2,2.5,2.0555555555555554,4,3,4,4,4,3,3,4,4,3,3,4,4,2,3.5714285714285716,3.4285714285714284,3.5,2,2,3,3,2,2,4,4,3,3,3,4,2.3333333333333335,3.5,2.9166666666666665
SC-426,Mujer,49,Básica,Soltero/a,0,RM,Org. social,7,Rural,Bajo,Sí,Sí,5,4,7,No,Desempleado/a,No,No,3,4,3,4,3,4,4,4,3,3,3,4,3,4,3,3,3.625,3.25,3.4375,4,4,2,3,3,4,4,3,3,3,4,3,4,4,4,4,4,4,3.3333333333333335,3.3333333333333335,4,3.5555555555555554,3,3,3,2,4,2,4,4,4,4,3,4,4,3,3,3.7142857142857144,3.357142857142857,4,3,3,2,3,3,3,3,3,3,3,2,3,2.8333333333333335,2.9166666666666665
SC-427,Mujer,18,Universitario,Casado/a,2,O'Higgins,Org. social,1,Semi-rural,Alto,Sí,No,2,2,3,No,Jubilado/a,No,Sí,4,2,4,4,3,4,4,2,2,3,3,3,2,2,2,2,3.375,2.375,2.875,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,2,3,2.5,2.5,2,1,2,2,2,2,2,1,2,1,1,2,1,3,1.8571428571428572,1.5714285714285714,1.7142857142857142,2,4,3,4,4,4,2,2,3,2,1,2,3.5,2,2.75
SC-428,Hombre,32,Básica,Casado/a,0,Maule,Junta vecinos,50,Rural,Alto,No,No,4,5,12,No,Empleado/a,No,No,3,2,2,3,4,3,3,4,4,3,3,2,2,3,3,4,3,3,3,3,3,2,2,2,3,4,2,3,4,4,3,4,3,2,3,4,4,2.5,3.3333333333333335,3.3333333333333335,3.0555555555555554,3,3,2,3,4,3,3,3,4,4,2,3,3,3,3,3.142857142857143,3.0714285714285716,4,4,2,3,3,3,3,4,2,3,4,3,3.1666666666666665,3.1666666666666665,3.1666666666666665
SC-429,Hombre,42,Universitario,Casado/a,3,O'Higgins,Junta vecinos,12,Urbano,Alto,Sí,No,1,NA,7,No,Labores hogar,No,No,2,1,2,2,1,2,3,1,2,3,3,2,4,3,2,4,1.75,2.875,2.3125,2,3,1,2,2,3,3,3,3,3,3,3,3,4,3,4,3,3,2.1666666666666665,3,3.3333333333333335,2.8333333333333335,4,4,3,3,2,2,3,4,4,3,2,3,2,3,3,3,3,3,2,3,3,3,3,2,3,2,2,3,2,2.8333333333333335,2.3333333333333335,2.5833333333333335
SC-430,Mujer,53,Media,Separado/a,2,RM,Junta vecinos,2,Rural,Medio,No,No,3,2,3,No,Jubilado/a,No,Sí,4,2,3,3,3,4,3,3,4,4,3,4,3,4,2,2,3.125,3.25,3.1875,2,2,2,3,2,2,3,2,2,3,3,3,4,3,4,4,3,4,2.1666666666666665,2.6666666666666665,3.6666666666666665,2.8333333333333335,2,3,2,4,3,3,4,3,3,3,2,3,3,2,3,2.7142857142857144,2.857142857142857,2,2,1,3,2,3,2,1,3,2,3,1,2.1666666666666665,2,2.0833333333333335
SC-431,Mujer,34,Postgrado,Casado/a,4,Valparaíso,Junta vecinos,7,Urbano,Alto,Sí,No,4,4,3,No,Empleado/a,No,No,2,3,3,3,3,2,2,3,3,3,4,2,2,2,3,2,2.625,2.625,2.625,4,3,2,4,3,4,3,2,2,3,4,3,4,3,4,4,4,4,3.3333333333333335,2.8333333333333335,3.8333333333333335,3.3333333333333335,3,3,3,3,4,3,3,3,3,4,4,4,4,3,3.142857142857143,3.5714285714285716,3.357142857142857,3,2,3,4,4,2,4,4,3,4,3,4,3,3.6666666666666665,3.3333333333333335
SC-432,Hombre,74,Técnico,Viudo/a,3,RM,Org. social,15,Urbano,Medio,Sí,No,4,3,14,No,Independiente,No,Sí,4,2,3,4,3,4,3,2,3,2,3,4,3,3,3,4,3.125,3.125,3.125,3,3,2,2,2,3,2,2,2,3,2,2,2,1,2,1,2,2,2.5,2.1666666666666665,1.6666666666666667,2.111111111111111,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,3.2857142857142856,3.642857142857143,2,2,2,1,3,3,2,2,1,2,1,2,2.1666666666666665,1.6666666666666667,1.9166666666666667
SC-433,Hombre,38,Media,Casado/a,3,Valparaíso,Org. social,8,Semi-rural,Bajo,Sí,No,5,2,21,No,Desempleado/a,No,No,2,2,3,3,3,3,4,3,2,1,2,1,2,3,2,2,2.875,1.875,2.375,4,4,4,4,3,3,2,2,2,1,1,3,4,4,4,3,4,3,3.6666666666666665,1.8333333333333333,3.6666666666666665,3.0555555555555554,3,4,3,2,2,4,4,4,3,3,4,4,3,4,3.142857142857143,3.5714285714285716,3.357142857142857,4,4,4,4,3,3,2,2,2,3,2,2,3.6666666666666665,2.1666666666666665,2.9166666666666665
SC-434,Hombre,18,Técnico,Separado/a,2,RM,Org. social,7,Urbano,Bajo,Sí,No,2,1,9,Sí,Independiente,No,No,2,3,3,4,3,2,3,2,3,3,2,2,3,2,3,3,2.75,2.625,2.6875,2,2,3,3,2,3,2,3,3,3,2,2,1,1,1,2,2,1,2.5,2.5,1.3333333333333333,2.111111111111111,2,3,1,1,1,1,1,2,2,3,2,3,2,2,1.4285714285714286,2.2857142857142856,1.8571428571428572,3,3,3,3,3,2,3,2,2,3,2,1,2.8333333333333335,2.1666666666666665,2.5
SC-435,Mujer,46,Técnico,Casado/a,2,O'Higgins,Junta vecinos,6,Urbano,Medio,No,No,2,NA,4,Sí,Labores hogar,No,No,4,2,3,2,4,3,3,4,2,3,3,1,2,3,2,3,3.125,2.375,2.75,2,2,2,3,2,2,3,4,3,4,3,2,3,2,2,3,4,3,2.1666666666666665,3.1666666666666665,2.8333333333333335,2.7222222222222223,4,3,3,3,4,2,2,2,4,3,3,3,4,1,3,2.857142857142857,2.9285714285714284,3,3,3,2,4,4,1,3,2,3,4,3,3.1666666666666665,2.6666666666666665,2.9166666666666665
SC-436,Mujer,53,Media,Casado/a,2,RM,Cooperativa,5,Urbano,Alto,No,No,3,2,1,No,Independiente,Sí,Sí,3,2,4,4,3,3,2,3,2,3,4,3,4,2,3,4,3,3.125,3.0625,2,2,4,3,3,2,3,3,2,2,2,2,3,2,2,2,2,2,2.6666666666666665,2.3333333333333335,2.1666666666666665,2.388888888888889,2,3,3,2,2,2,3,2,3,2,2,3,3,4,2.4285714285714284,2.7142857142857144,2.5714285714285716,2,1,2,1,3,2,3,1,3,1,3,3,1.8333333333333333,2.3333333333333335,2.0833333333333335
SC-437,Hombre,44,Media,Soltero/a,3,Otra,Junta vecinos,15,Urbano,Bajo,Sí,No,2,3,16,No,Empleado/a,Sí,No,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2.125,2.25,2.1875,3,2,3,3,1,2,3,3,4,3,3,2,2,2,2,2,1,2,2.3333333333333335,3,1.8333333333333333,2.388888888888889,1,1,2,2,1,2,2,2,4,3,2,2,2,2,1.5714285714285714,2.4285714285714284,2,2,1,1,3,3,2,3,3,3,3,4,3,2,3.1666666666666665,2.5833333333333335
SC-438,Mujer,69,Media,Casado/a,0,Valparaíso,Org. social,NA,Urbano,Bajo,Sí,No,5,3,4,Sí,Independiente,Sí,Sí,3,3,3,2,3,4,3,2,2,3,2,4,3,3,3,2,2.875,2.75,2.8125,3,3,2,2,3,4,2,4,3,2,3,3,2,3,3,2,3,3,2.8333333333333335,2.8333333333333335,2.6666666666666665,2.7777777777777777,3,4,3,3,3,3,4,3,4,3,4,4,4,2,3.2857142857142856,3.4285714285714284,3.357142857142857,3,1,1,4,2,3,2,2,1,1,2,3,2.3333333333333335,1.8333333333333333,2.0833333333333335
SC-439,Hombre,47,Básica,Casado/a,2,Maule,Junta vecinos,7,Rural,Medio,No,No,3,5,5,No,Jubilado/a,No,Sí,2,3,3,3,2,3,2,2,2,2,2,2,2,2,3,3,2.5,2.25,2.375,2,2,3,3,3,2,2,4,4,3,2,2,3,3,3,3,2,3,2.5,2.8333333333333335,2.8333333333333335,2.7222222222222223,3,4,3,4,3,4,3,3,2,4,3,4,4,4,3.4285714285714284,3.4285714285714284,3.4285714285714284,3,4,4,4,4,2,3,3,3,3,4,3,3.5,3.1666666666666665,3.3333333333333335
SC-440,Mujer,49,Básica,Separado/a,3,RM,Org. social,23,Semi-rural,Alto,Sí,No,4,2,NA,No,Empleado/a,No,Sí,4,2,2,3,2,2,3,2,3,3,3,4,3,3,4,4,2.5,3.375,2.9375,3,3,3,2,2,3,4,3,3,3,3,2,1,2,1,1,2,2,2.6666666666666665,3,1.5,2.388888888888889,3,3,2,2,3,4,4,4,2,3,3,2,3,4,3,3,3,2,1,1,2,2,2,2,2,2,2,2,1,1.6666666666666667,1.8333333333333333,1.75
SC-441,Mujer,44,Básica,Conviviente,1,RM,Junta vecinos,1,Urbano,Alto,No,No,4,4,14,Sí,Independiente,Sí,Sí,3,2,3,2,4,2,2,1,4,4,4,4,4,3,3,4,2.375,3.75,3.0625,2,4,3,4,4,3,2,4,4,3,3,3,2,3,3,2,2,3,3.3333333333333335,3.1666666666666665,2.5,3,2,4,3,3,3,2,3,3,1,2,3,3,3,2,2.857142857142857,2.4285714285714284,2.642857142857143,4,4,4,4,4,3,2,2,2,2,2,2,3.8333333333333335,2,2.9166666666666665
SC-442,Mujer,43,Básica,Soltero/a,4,O'Higgins,Junta vecinos,50,Rural,Medio,Sí,No,5,4,NA,No,Jubilado/a,No,No,4,4,3,3,2,4,4,3,4,4,3,3,4,4,4,3,3.375,3.625,3.5,4,3,4,4,4,3,3,4,3,2,4,3,4,4,4,4,4,4,3.6666666666666665,3.1666666666666665,4,3.611111111111111,3,2,4,3,3,2,3,3,2,4,3,3,4,2,2.857142857142857,3,2.9285714285714284,2,3,3,2,2,3,2,3,4,3,3,2,2.5,2.8333333333333335,2.6666666666666665
SC-443,Mujer,48,Básica,Casado/a,3,O'Higgins,Club deportivo,13,Semi-rural,Alto,Sí,No,4,3,3,Sí,Jubilado/a,No,No,4,3,3,4,3,4,4,4,3,3,3,2,2,3,2,4,3.625,2.75,3.1875,3,3,3,4,2,3,2,4,3,3,3,3,3,3,3,3,4,4,3,3,3.3333333333333335,3.111111111111111,4,3,2,3,4,3,4,3,3,3,4,3,3,3,3.2857142857142856,3.142857142857143,3.2142857142857144,3,2,3,3,4,2,2,2,3,2,1,1,2.8333333333333335,1.8333333333333333,2.3333333333333335
SC-444,Mujer,37,Técnico,Separado/a,2,RM,Voluntariado,8,Urbano,Medio,No,Sí,2,3,3,No,Empleado/a,No,No,2,2,2,2,2,2,1,2,2,2,2,4,3,3,3,3,1.875,2.75,2.3125,2,3,2,2,2,2,4,4,3,3,3,3,3,4,4,3,4,2,2.1666666666666665,3.3333333333333335,3.3333333333333335,2.9444444444444446,2,1,2,2,2,3,4,3,3,2,3,2,2,3,2.2857142857142856,2.5714285714285716,2.4285714285714284,3,2,3,3,4,3,2,3,2,4,3,3,3,2.8333333333333335,2.9166666666666665
SC-445,Mujer,57,Media,Soltero/a,2,RM,Org. social,7,Urbano,Bajo,Sí,No,4,2,2,No,Empleado/a,No,Sí,3,4,2,3,4,2,2,3,2,2,2,3,3,3,2,2,2.875,2.375,2.625,3,2,1,1,3,3,4,2,2,4,2,2,2,2,3,3,2,3,2.1666666666666665,2.6666666666666665,2.5,2.4444444444444446,3,2,3,1,2,2,2,1,2,2,1,1,2,4,2.142857142857143,1.8571428571428572,2,3,2,1,1,2,3,2,2,1,2,2,2,2,1.8333333333333333,1.9166666666666667
SC-446,Mujer,37,Media,Casado/a,2,O'Higgins,Club deportivo,3,Urbano,Alto,Sí,No,NA,2,1,No,Jubilado/a,Sí,No,3,4,4,2,2,3,3,3,2,2,2,3,2,3,2,2,3,2.25,2.625,3,4,4,3,3,2,3,3,4,4,4,2,3,3,3,3,4,3,3.1666666666666665,3.3333333333333335,3.1666666666666665,3.2222222222222223,2,2,3,4,3,3,3,3,3,3,4,2,4,1,2.857142857142857,2.857142857142857,2.857142857142857,2,3,1,2,3,2,2,2,1,2,2,3,2.1666666666666665,2,2.0833333333333335
SC-447,Mujer,45,Media,Conviviente,4,Otra,Junta vecinos,12,Rural,Medio,No,No,4,3,3,No,Jubilado/a,No,No,2,3,2,2,2,2,3,1,3,3,2,3,2,3,3,2,2.125,2.625,2.375,3,2,3,2,2,2,3,3,2,3,3,3,3,3,3,3,2,4,2.3333333333333335,2.8333333333333335,3,2.7222222222222223,2,2,3,3,3,3,4,3,3,2,3,3,2,4,2.857142857142857,2.857142857142857,2.857142857142857,2,2,3,3,2,2,3,1,1,1,2,2,2.3333333333333335,1.6666666666666667,2
